LGA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
LGA26730,4,3,8,35,25,68,6,0,6,0,0,3,19,22,42,6100,5446,11549,450,545,999,65,0,65,21,6,26,108,36,146,43,13,59,327,300,621,7182,6408,13590,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,5,13,58,31,90,69,33,104,0,0,0,3,0,3,0,0,0,3,4,7,658,966,1620,673,1235,1908,42,39,79,8622,8683,17305
LGA26810,3,5,8,27,24,46,4,3,5,0,0,0,9,12,13,6475,5712,12183,433,401,831,136,4,140,68,16,81,116,47,166,105,45,147,448,410,862,7830,6659,14491,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,5,0,3,5,0,5,9,0,6,82,40,120,87,49,133,7,0,6,0,0,4,9,0,13,14,0,17,1053,1306,2355,818,1329,2146,98,69,171,9901,9415,19315
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,420,992,19,35,50,11,0,17,7,0,4,9,4,13,35,7,41,98,70,164,742,539,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,11,3,16,0,0,0,0,0,0,0,0,0,0,0,0,208,192,395,49,112,156,15,16,23,1021,853,1877
LGA26980,1130,981,2118,401,533,927,8,4,6,144,187,335,59,79,143,19172,14666,33835,916,1702,2616,210,3,216,139,15,157,237,68,299,173,131,305,699,948,1649,23293,19312,42602,299,303,602,0,0,0,84,92,173,180,96,271,26,38,59,38,20,65,624,543,1169,0,0,0,41,56,97,29,30,60,17,55,73,10,21,31,95,164,258,205,169,370,927,876,1801,193,236,427,19,24,41,4,3,15,215,266,479,14331,14246,28574,3657,5936,9590,159,116,280,42580,40743,83325
LGA27070,1123,1119,2245,244,407,647,10,3,11,31,41,73,153,93,254,37304,25141,62451,1738,2294,4037,713,15,727,139,16,155,121,29,150,332,172,505,237,404,641,42155,29744,71897,278,367,647,0,0,0,35,69,101,314,193,505,24,65,88,41,24,65,695,713,1406,0,0,0,11,33,48,18,22,41,22,62,92,12,10,24,65,132,198,325,186,516,1085,1035,2118,198,236,435,13,19,33,9,11,23,225,266,492,9000,11494,20491,4113,7436,11545,301,208,514,56880,50172,107055
LGA27170,0,0,0,33,26,61,14,0,15,4,4,3,17,14,36,7678,6761,14440,467,502,965,106,6,115,58,5,65,106,31,136,66,24,93,393,246,638,8937,7621,16559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,5,0,8,6,0,3,3,3,8,14,75,48,121,80,61,143,0,0,0,0,5,5,3,0,3,3,5,6,733,1123,1850,715,1303,2014,61,49,109,10527,10159,20689
LGA27260,1682,1941,3625,203,427,632,16,3,16,15,15,26,232,236,466,43027,26028,69052,2400,3384,5782,776,11,788,254,29,280,220,61,282,524,228,753,381,571,949,49720,32926,82652,393,607,1000,0,0,0,68,118,184,537,300,837,62,172,237,65,37,99,1124,1237,2363,0,0,0,0,0,0,34,27,56,33,67,99,14,21,27,75,108,187,522,272,796,1722,1622,3344,411,682,1092,20,22,35,15,12,31,450,714,1161,17008,17413,34423,5408,8164,13577,415,251,665,74732,61093,135825
LGA27350,545,524,1068,104,140,240,3,5,11,1023,1157,2183,76,103,174,7162,5298,12454,210,443,656,46,0,46,184,40,224,1431,827,2260,137,109,251,1728,1969,3696,12653,10615,23268,56,51,111,0,0,0,134,174,312,21,18,37,7,15,24,67,26,94,283,289,569,0,0,0,37,36,73,9,5,11,5,3,3,5,6,11,57,50,106,179,169,349,520,504,1023,79,70,147,3,9,13,22,12,36,104,92,189,12912,13918,26827,2209,3474,5686,94,86,179,28489,28687,57177
LGA27450,322,239,559,150,115,267,20,10,23,0,0,5,27,25,52,25379,18833,44209,1373,1210,2582,712,14,726,149,21,164,113,12,126,161,94,253,550,480,1033,28947,21050,49992,108,91,199,0,0,0,10,5,15,126,76,199,21,21,38,16,3,15,269,199,471,3,0,3,0,0,0,11,9,25,32,19,52,0,3,3,50,28,80,248,89,336,577,321,892,57,45,102,0,5,16,11,5,10,65,62,128,7774,10193,17963,3716,6914,10630,171,128,297,41244,38658,79903
LGA27630,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,902,727,1626,31,39,74,17,0,23,5,0,11,15,4,15,22,4,28,111,102,212,1117,873,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,16,3,22,0,0,0,0,0,0,4,0,4,4,0,4,184,178,365,94,162,256,15,20,31,1423,1243,2670
LGA29399,0,0,0,10,3,12,0,4,4,0,0,0,0,0,0,21,17,39,5,0,4,0,0,0,0,0,0,0,0,0,24,14,37,148,122,268,210,161,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,45,41,84,30,27,64,4,0,5,293,234,530
LGA29499,20,8,28,21,11,29,0,0,0,8,12,24,4,0,12,476,265,736,49,31,82,14,0,12,9,0,9,15,10,18,15,9,22,70,74,144,696,412,1107,12,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,5,4,6,7,0,9,24,15,36,0,7,7,0,0,0,0,0,0,0,5,5,162,151,311,131,181,310,18,7,22,1022,771,1797
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,4,9,10,0,0,0,0,0,0,3,3,8,0,0,0,45,42,93,70,62,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,82,72,152
LGA30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,596,1285,59,41,103,26,0,30,11,5,15,7,0,8,14,8,24,77,96,171,878,754,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,6,10,18,0,0,0,0,0,0,3,0,5,3,0,5,154,144,294,57,74,125,6,14,19,1117,985,2102
LGA30370,0,0,0,31,17,52,0,0,0,0,0,0,0,0,6,2302,1835,4138,199,208,411,64,0,59,27,4,28,28,18,43,47,27,77,208,200,405,2911,2303,5216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,27,14,42,34,13,47,0,0,0,0,0,0,4,0,9,4,0,9,496,486,988,360,355,718,44,24,71,3857,3189,7053
LGA30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,349,687,41,31,72,16,0,22,9,0,9,12,10,26,10,9,23,95,89,189,535,489,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,169,136,306,24,48,76,4,14,19,742,689,1435
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,73,4,3,10,0,0,0,0,0,0,0,0,0,7,0,7,23,26,46,71,67,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,9,21,5,3,11,0,0,3,91,84,176
LGA30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,234,476,20,17,38,9,0,7,6,0,7,10,0,8,6,5,10,58,67,128,345,324,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,5,8,3,5,8,90,96,184,26,36,65,3,7,12,473,470,937
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,81,6,0,7,8,0,8,0,0,0,0,0,0,15,10,18,27,29,55,93,77,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,20,42,0,12,10,0,0,0,119,108,226
LGA31000,8212,8385,16600,11419,15335,26755,687,651,1337,24,22,46,1355,1449,2803,174728,143544,318277,8815,15646,24461,2350,55,2404,4387,644,5027,5827,1858,7685,2397,1134,3535,10443,10632,21072,230640,199359,430003,1402,1604,3011,11,7,14,13,3,21,1270,1249,2524,225,351,580,336,165,499,3260,3378,6644,137,174,313,4,6,14,627,770,1390,288,755,1051,320,329,645,1377,2028,3409,2310,1399,3708,6948,6810,13757,618,719,1339,220,258,477,114,46,163,953,1025,1978,68838,73111,141946,27510,44836,72345,1277,1008,2282,336167,326148,662318
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,71,12,3,10,7,0,7,0,0,0,0,0,4,7,7,13,32,29,62,98,65,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,21,36,6,8,16,0,0,0,130,87,218
LGA31820,3,0,5,190,88,281,5,3,11,3,0,3,26,36,62,13809,13479,27294,1128,1355,2483,346,12,359,232,16,246,137,44,180,143,62,208,467,461,927,16496,15572,32071,0,0,0,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,18,3,21,0,3,9,5,0,5,30,16,45,138,72,213,170,90,261,0,0,0,6,3,9,3,0,5,8,3,16,1010,1326,2336,1651,2229,3876,142,111,254,19490,19330,38815
LGA31900,0,0,0,101,32,127,0,0,0,0,0,0,0,6,7,2750,2428,5176,222,230,453,176,6,180,36,4,40,32,13,37,63,14,73,199,132,329,3575,2859,6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33,12,42,35,18,44,0,0,0,0,0,0,3,0,5,5,0,0,250,329,581,248,355,610,43,26,71,4153,3591,7742
LGA31950,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,40,23,64,7,3,13,0,0,0,0,0,0,0,0,0,9,0,9,32,22,51,96,48,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,15,31,7,3,12,0,4,3,124,74,194
LGA32080,5,7,14,399,395,793,18,16,36,6,0,3,105,110,215,23908,22361,46270,1684,2291,3972,447,8,460,431,72,504,634,266,905,599,215,815,1007,985,1989,29239,26724,55969,0,0,0,0,0,0,0,0,0,14,6,18,0,0,0,6,0,0,16,4,19,0,3,7,0,0,0,10,8,21,23,75,98,32,20,50,79,99,177,343,228,568,427,332,763,0,3,5,26,31,54,31,9,36,56,40,93,3861,5515,9375,5600,7449,13052,217,184,393,39400,40248,79649
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,193,404,26,30,56,11,0,11,0,0,3,4,4,10,30,10,43,95,82,178,389,317,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,45,46,93,25,36,65,10,7,20,480,406,888
LGA32260,0,0,0,240,137,374,0,0,0,0,0,0,17,21,40,4133,3599,7731,484,455,940,100,8,108,54,16,61,65,10,78,81,33,120,316,235,549,5501,4509,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,12,3,12,3,0,3,23,22,42,48,25,71,68,49,114,0,0,0,11,0,11,6,0,6,13,0,11,407,537,944,514,603,1120,81,53,138,6583,5746,12329
LGA32270,0,0,0,494,106,598,0,0,0,5,0,0,12,15,29,4566,3909,8471,463,420,880,111,5,116,45,8,62,55,26,76,84,34,117,356,341,695,6200,4860,11056,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,64,11,76,5,0,3,6,0,6,72,11,89,64,41,97,131,57,190,0,0,4,0,0,0,8,0,4,6,0,13,569,721,1292,822,715,1535,58,41,98,7785,6397,14188
LGA32310,0,0,0,109,21,131,0,0,0,0,0,0,0,3,3,1290,1489,2781,125,134,258,45,0,48,22,3,27,19,7,23,39,12,57,161,134,297,1816,1809,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,35,5,4,8,3,0,3,42,5,46,23,6,31,65,13,79,0,0,0,3,0,3,0,0,3,3,0,8,237,259,491,225,263,487,33,24,65,2388,2370,4756
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,65,107,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,23,15,40,83,96,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,85,97,185
LGA32450,0,0,0,95,12,104,0,0,0,0,0,0,3,0,7,476,349,826,70,36,115,23,3,30,5,0,5,3,7,17,65,21,84,122,127,247,872,557,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,14,20,4,23,22,10,27,40,13,54,0,0,0,24,6,23,0,0,0,24,6,23,65,74,144,67,58,132,23,23,47,1097,733,1827
LGA32500,0,0,0,48,23,70,5,0,5,0,0,0,0,4,4,452,411,860,58,81,143,18,0,18,4,0,5,8,4,12,29,13,43,137,140,273,756,673,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,14,13,7,22,0,0,0,0,0,6,0,0,0,0,0,6,86,77,165,67,83,148,25,20,47,940,861,1803
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,57,0,0,0,8,0,8,0,0,0,4,0,5,0,4,3,18,17,34,57,50,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,4,4,3,3,0,3,73,55,129
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,47,4,5,7,4,0,4,0,0,0,0,0,0,0,4,3,40,33,71,72,54,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,3,6,0,0,3,85,77,154
LGA32770,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,26,25,57,21,29,48,0,0,0,0,0,0,0,0,0,0,0,0,50,50,99,107,105,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,3,6,120,112,234
LGA32810,0,0,0,32,25,59,0,0,0,0,0,0,5,4,10,1653,1591,3252,107,176,288,40,0,41,34,5,47,74,56,128,39,19,64,209,190,398,2194,2083,4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,13,0,13,34,16,52,49,16,64,0,0,0,3,0,6,6,0,10,11,0,9,277,368,644,341,400,740,30,31,60,2903,2896,5797
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,43,112,8,6,17,6,0,6,3,0,3,0,0,0,12,11,19,24,43,68,124,96,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,54,45,95,14,13,26,6,4,8,195,160,353
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,185,386,12,12,22,7,0,7,0,6,6,0,3,3,10,4,13,37,30,70,266,240,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,0,0,0,0,0,0,0,0,3,0,0,3,78,75,155,28,32,56,4,3,7,378,352,732
LGA33220,7,3,14,91,52,135,11,4,16,0,0,0,26,37,62,12500,13047,25549,908,1165,2074,382,10,394,239,24,258,209,83,286,141,57,200,468,483,952,14980,14962,29939,0,0,4,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,9,0,5,3,0,8,0,0,0,11,3,9,9,8,13,0,0,0,21,13,35,162,110,267,188,126,310,0,0,0,8,3,11,8,3,12,14,7,23,1125,1588,2714,1802,2453,4260,134,145,279,18246,19286,37531
LGA33360,9,5,8,113,32,141,54,6,65,0,0,0,23,29,56,10515,9071,19584,669,731,1400,148,3,154,227,8,234,105,33,138,101,49,147,324,363,690,12286,10326,22616,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,5,3,13,67,8,75,0,0,0,26,9,28,0,8,11,0,0,0,95,22,115,348,110,461,453,141,594,0,0,0,165,21,187,3,0,8,170,24,195,552,1003,1561,1801,1651,3448,90,57,141,15355,13205,28565
LGA33430,890,775,1662,807,1147,1949,47,25,73,633,1011,1640,286,330,624,101800,89951,191751,5082,6891,11967,1945,40,1988,1519,204,1720,1401,592,1991,1157,528,1678,2892,3288,6181,118452,104785,223233,185,202,386,0,0,0,48,62,107,324,241,565,42,54,104,62,22,84,667,581,1249,12,0,7,176,292,471,57,45,96,46,111,154,48,41,94,335,497,828,1221,947,2172,2227,2026,4251,199,240,447,84,109,193,56,32,88,340,386,726,18290,23899,42189,12754,20550,33304,709,692,1398,152770,152335,305103
LGA33610,0,0,0,15,8,17,0,0,0,0,0,0,5,3,3,1738,1503,3245,118,102,227,69,4,72,10,3,12,14,10,22,30,13,39,145,129,274,2147,1772,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,43,32,9,47,0,0,0,0,0,4,0,0,0,3,5,9,239,243,483,125,205,329,26,13,42,2583,2242,4824
LGA33620,4,4,7,74,29,101,3,5,4,0,0,0,19,20,32,6889,6440,13329,512,551,1065,293,11,304,79,9,86,34,8,44,102,39,144,290,266,554,8294,7370,15659,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,13,3,12,62,40,103,73,43,119,5,0,7,8,0,8,4,3,4,16,3,20,923,1194,2119,982,1290,2275,81,82,163,10372,9980,20351
LGA33800,0,0,0,16,4,20,0,0,0,0,0,0,0,0,0,1666,1508,3177,102,105,208,85,5,88,20,4,30,19,5,27,36,7,46,152,97,247,2101,1741,3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,3,26,8,31,26,7,38,0,0,0,0,0,0,0,0,0,5,0,5,170,167,339,172,218,390,34,27,62,2506,2167,4671
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,75,140,12,12,24,0,0,0,0,0,0,0,0,0,18,0,17,11,15,29,105,95,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,5,8,15,122,111,227
LGA33960,899,1096,1995,186,186,369,5,0,12,5,0,3,125,126,249,36816,30468,67281,2327,2799,5129,891,32,918,662,54,722,156,41,193,341,155,497,465,535,997,42880,35492,78379,116,181,294,0,0,0,0,0,0,292,348,641,52,109,162,66,29,94,528,664,1196,4,0,3,0,0,0,26,21,51,15,36,50,14,13,24,60,66,125,418,251,668,1002,985,1989,92,127,220,6,7,18,20,11,30,118,147,264,4951,7047,11996,4328,6815,11144,284,230,510,53568,50716,104282
LGA33980,0,0,6,251,83,336,4,0,5,3,0,3,3,0,3,3550,2771,6326,385,331,711,73,6,77,35,8,40,29,15,44,102,35,140,299,298,599,4730,3560,8292,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,21,13,32,3,0,3,5,3,13,39,10,52,66,30,94,109,41,147,5,0,5,5,0,5,7,0,9,15,6,21,338,479,814,755,506,1269,47,39,87,5989,4634,10624
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,54,9,13,22,0,0,0,0,0,0,3,0,3,0,0,0,32,47,81,91,75,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,11,14,100,87,187
LGA34530,0,0,0,161,69,231,5,11,15,0,0,4,7,16,14,5837,5794,11635,423,452,878,172,3,182,61,12,69,33,9,39,73,33,100,175,169,348,6953,6573,13525,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,29,4,37,5,0,0,0,0,0,37,5,44,58,36,92,94,39,139,0,3,5,7,0,12,7,3,10,16,5,19,541,822,1367,1239,1206,2450,61,70,136,8906,8727,17627
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,70,14,10,22,0,0,0,0,0,0,0,0,0,0,0,0,22,30,49,82,55,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,11,15,103,72,168
LGA34580,3,9,11,56,70,127,0,0,0,0,0,0,0,0,5,6501,5509,12014,490,618,1115,273,10,283,78,8,82,14,6,24,72,35,104,170,144,319,7664,6415,14077,5,3,10,0,0,0,0,0,0,11,18,25,0,0,4,0,0,0,13,25,37,0,0,0,0,0,0,3,0,4,0,3,3,0,0,4,9,7,12,80,32,119,104,67,168,0,0,0,0,0,0,0,3,0,0,3,4,704,993,1688,741,1167,1903,60,56,115,9269,8698,17963
LGA34590,477,555,1033,793,1208,2000,13,7,25,0,4,11,191,177,372,56898,44036,100934,3532,4010,7541,2041,60,2101,880,65,946,190,40,234,483,228,707,614,682,1302,66117,51075,117190,81,151,235,0,0,0,12,14,25,182,189,362,39,61,97,46,33,78,357,451,802,5,0,5,0,0,0,179,280,453,57,125,177,27,28,55,259,428,688,668,373,1045,1288,1251,2536,102,130,227,27,38,58,36,6,40,155,167,329,6183,10019,16201,5685,9054,14737,395,315,714,79829,71880,151708
