LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA52450,0,0,0,0,0,0,0,0,38,7,4,0,47,0,0,0,47,0,0,42,87,9,0,0,96,0,0,0,97,0,0,97,14,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,140,15,4,0,150,0,0,0,156,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,15,4,0,154,0,0,0,153,0,0,157,53,4,3,0,59,0,0,0,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,187,16,6,0,212,0,0,0,217,0,0,215
LGA52520,0,0,0,0,0,0,0,0,43,0,3,0,48,0,0,0,48,0,0,48,93,6,0,0,104,0,0,0,104,0,0,105,15,4,0,0,14,0,0,0,14,0,0,14,6,0,0,4,5,0,0,0,5,0,0,5,158,6,3,4,167,0,0,0,167,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,6,3,4,167,0,0,0,167,0,0,169,49,0,0,0,53,0,0,0,53,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,207,8,4,4,221,0,0,0,221,7,0,230
LGA52590,0,0,0,0,0,0,0,0,56,11,3,0,69,0,0,0,68,9,0,75,139,16,3,0,158,6,0,6,161,0,0,161,10,0,0,0,19,0,0,0,19,0,0,20,7,0,0,0,6,0,0,0,6,0,0,6,210,28,7,3,247,10,0,10,250,4,0,257,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,7,0,0,0,7,0,0,7,3,0,0,4,8,0,0,0,8,0,0,8,214,28,7,9,252,10,0,10,262,4,0,267,52,3,0,0,60,0,0,0,60,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,262,36,9,7,312,10,0,10,323,7,0,330
LGA52660,11,0,0,0,11,0,0,9,433,35,19,0,491,3,0,3,491,21,0,514,989,95,38,10,1134,14,7,14,1155,14,0,1172,79,4,12,4,97,4,0,4,106,0,0,106,9,0,0,5,15,0,0,0,15,0,3,21,1521,141,67,19,1745,16,7,23,1769,39,3,1813,5,0,0,0,5,0,0,0,5,0,0,5,31,0,0,0,31,7,0,7,39,3,0,40,36,0,0,0,36,7,0,7,44,3,0,46,1558,141,67,19,1784,23,7,26,1811,40,3,1854,415,59,22,18,514,14,3,23,538,10,0,552,0,0,0,8,10,0,0,0,10,0,9,15,1979,200,84,45,2307,36,10,49,2356,57,12,2424
LGA52730,0,0,0,0,0,0,0,0,153,35,3,3,199,3,0,3,204,27,0,230,267,113,9,8,393,0,0,0,397,18,0,417,16,0,6,0,27,0,0,0,27,3,0,29,4,0,0,3,5,0,0,0,5,0,0,6,444,154,24,14,628,6,0,6,635,47,0,684,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,16,0,0,0,15,0,0,15,8,5,0,0,16,0,0,0,15,0,0,15,449,161,24,14,643,6,0,5,651,47,0,702,79,31,7,6,124,9,0,9,128,24,0,147,0,0,0,0,0,0,0,0,0,0,0,0,525,190,34,16,770,11,0,13,782,67,0,848
LGA52800,0,0,0,0,0,0,0,0,149,18,7,0,179,0,0,0,179,28,0,204,59,34,0,0,94,0,3,3,98,27,0,127,15,4,0,0,19,0,0,0,19,3,0,20,0,0,0,10,10,0,0,0,10,5,0,12,224,57,10,10,299,0,3,3,308,58,0,362,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,9,6,11,0,0,15,4,0,0,0,4,0,9,6,18,6,0,19,231,57,10,10,310,4,7,14,320,66,0,384,70,31,0,7,112,8,0,13,128,346,3,473,0,4,0,0,4,0,0,0,4,0,17,18,301,98,10,10,425,17,13,31,454,406,17,879
LGA52870,3,0,0,0,3,0,0,4,130,18,3,0,153,0,0,0,158,11,0,162,278,27,19,5,323,3,0,3,327,8,0,334,35,7,13,0,54,0,0,0,54,0,0,54,0,0,0,15,14,0,0,0,14,0,0,18,438,50,39,19,546,3,0,4,550,19,0,571,4,0,0,0,4,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,11,0,0,11,20,0,0,0,20,0,0,0,17,0,0,17,453,50,39,19,562,3,0,7,570,19,0,589,201,24,15,9,248,6,0,6,256,21,0,274,0,0,0,0,0,0,0,0,0,0,4,4,650,71,55,27,809,5,0,7,825,35,4,864
LGA52940,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,52,3,0,0,57,5,0,5,64,0,0,64,0,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,73,5,3,0,86,5,0,5,87,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,3,0,84,5,0,5,88,0,0,88,9,6,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,87,12,3,0,103,5,0,5,106,0,0,106
LGA53010,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,57,5,0,0,63,0,0,0,63,0,0,63,4,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,78,0,0,0,78,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,6,0,0,0,0,0,6,0,6,6,0,0,6,66,6,0,0,78,6,0,6,81,0,0,81,19,0,0,0,15,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,85,6,5,0,92,6,0,6,100,0,0,101
LGA53080,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,4,0,16,0,0,0,0,5,0,0,0,5,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,14,0,26,0,0,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,15,0,0,0,15,0,0,0,24,17,4,38
LGA53150,44,0,0,0,44,7,0,45,353,47,3,0,403,0,3,3,408,30,0,441,622,62,5,0,690,3,0,3,693,13,0,703,45,0,3,3,56,0,0,0,56,0,0,56,4,0,0,4,5,0,0,0,5,0,3,7,1023,109,9,12,1156,3,3,3,1164,44,3,1207,0,0,0,0,0,0,0,0,0,6,0,8,7,3,0,0,9,0,0,0,9,0,0,7,11,3,0,0,8,0,0,0,8,4,0,13,1028,111,9,12,1163,3,3,3,1175,47,3,1220,217,5,3,0,230,0,0,0,229,21,0,251,0,0,0,0,0,0,0,0,0,0,0,0,1248,118,18,12,1394,6,3,6,1405,67,5,1473
LGA53220,0,0,0,0,0,0,0,0,323,19,9,0,347,9,4,8,359,8,0,360,245,24,20,5,295,0,0,0,297,15,0,315,35,4,18,0,64,0,0,0,64,0,0,64,4,0,0,3,8,0,0,0,8,0,0,11,604,52,45,12,709,9,3,8,724,21,0,738,8,0,0,0,8,7,0,7,12,3,0,18,0,0,0,0,0,0,3,3,7,4,0,14,12,0,0,0,12,7,3,11,19,7,0,30,613,52,45,12,724,12,8,20,738,28,0,773,152,29,21,0,200,6,6,12,209,88,0,296,7,0,0,3,9,0,0,0,9,0,14,23,772,71,69,20,932,18,8,29,962,120,11,1094
LGA53290,5,0,0,0,5,0,0,6,381,26,4,11,419,0,0,8,425,14,0,438,868,66,22,6,969,0,4,6,974,10,0,984,52,8,18,0,70,0,0,0,70,0,0,68,16,0,0,6,27,0,0,0,27,0,4,31,1315,97,47,26,1483,3,0,7,1490,34,4,1528,0,5,0,0,5,0,0,0,5,3,0,7,8,0,0,0,8,0,0,0,8,0,0,8,10,5,0,0,15,0,0,0,15,3,0,17,1327,98,47,26,1495,3,0,7,1500,33,4,1541,299,29,20,10,350,9,10,15,373,47,0,420,6,0,0,0,10,0,0,0,10,0,0,10,1627,125,65,37,1855,11,15,27,1879,79,3,1966
LGA53360,0,0,0,0,0,0,0,0,97,7,3,0,112,0,3,3,117,6,0,125,149,22,14,4,185,0,0,0,190,3,0,193,4,0,3,0,11,0,0,0,11,6,0,16,0,0,0,5,8,0,0,0,8,0,0,8,252,33,21,9,310,0,7,7,322,10,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,33,21,9,310,0,7,7,322,10,0,334,69,4,6,3,77,0,0,0,77,18,0,96,0,0,0,0,0,0,0,0,0,0,0,0,316,34,33,10,392,0,7,7,399,27,0,426
LGA53430,117,3,0,3,121,12,0,129,857,167,11,6,1042,10,9,16,1061,71,3,1138,1531,283,33,15,1863,18,12,24,1891,45,0,1937,211,28,31,0,275,4,0,4,275,3,3,278,9,0,0,4,13,0,0,0,13,0,0,13,2607,473,82,26,3194,29,20,49,3244,122,5,3376,15,0,0,0,15,3,0,4,18,3,0,18,31,6,8,0,44,0,0,6,48,0,3,52,50,6,8,0,57,4,0,5,65,5,3,70,2655,486,86,26,3253,36,21,57,3311,127,14,3446,517,80,37,8,643,17,0,17,661,78,0,744,11,0,0,0,19,0,0,0,19,5,11,28,3186,563,121,34,3910,53,21,79,3984,207,19,4215
LGA53570,3,0,0,0,3,0,0,3,134,11,11,0,157,0,0,0,162,0,0,161,195,26,11,7,237,6,0,6,237,9,0,254,23,0,6,0,30,0,0,0,30,0,0,30,0,0,0,14,14,0,0,0,14,6,0,17,352,40,32,12,434,0,0,0,437,15,0,457,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,6,0,10,5,0,0,0,5,0,0,0,5,6,0,10,356,40,32,12,441,0,0,0,444,22,0,461,86,21,11,3,122,3,0,3,121,19,0,143,0,0,0,0,0,0,0,0,0,0,0,0,446,56,41,22,562,10,0,10,570,41,0,607
LGA53640,0,0,0,0,0,0,0,0,30,6,0,0,39,0,0,0,40,0,0,40,70,6,0,0,74,0,0,0,74,0,0,74,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,7,0,0,0,7,0,0,7,106,10,0,5,121,0,0,0,124,0,0,124,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,109,10,0,5,123,0,0,0,127,0,0,127,53,0,4,0,57,5,0,5,60,11,4,74,0,0,0,0,0,0,7,7,4,0,0,4,167,12,7,5,185,5,3,9,193,11,4,207
LGA53710,0,0,0,0,0,0,0,0,23,3,0,0,25,0,0,0,25,0,0,25,63,4,0,0,66,0,0,0,66,0,0,66,3,3,0,0,4,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,88,10,0,0,101,0,0,0,104,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10,0,0,99,0,0,0,106,0,0,106,31,0,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,5,5,117,10,0,0,131,0,0,0,131,0,5,137
LGA53780,714,14,9,21,737,116,5,860,4808,600,89,35,5532,108,26,129,5671,317,7,5998,6264,1032,126,69,7490,90,25,119,7608,296,15,7920,525,107,85,7,720,5,0,9,730,28,4,765,86,16,0,100,198,0,0,3,204,10,19,232,11676,1752,307,213,13944,211,53,265,14212,649,52,14912,207,56,0,9,263,37,5,42,306,36,0,341,386,112,5,6,511,33,16,45,559,31,0,591,589,165,5,14,775,67,20,89,865,64,0,928,12268,1917,313,229,14723,280,74,353,15075,712,52,15843,5552,1224,181,158,7114,247,60,305,7418,1113,24,8561,44,14,0,70,124,3,0,3,132,10,107,257,17866,3148,491,458,21962,538,132,662,22629,1839,191,24661
LGA53800,26,0,0,0,26,0,0,21,1250,132,29,8,1417,27,0,29,1447,79,0,1521,1811,270,75,22,2178,23,5,25,2203,82,0,2289,155,25,38,0,219,0,0,0,219,10,0,227,15,0,3,15,32,6,0,6,35,4,0,35,3228,432,139,49,3847,46,11,57,3907,168,0,4073,12,0,0,5,14,10,0,6,23,3,0,26,50,10,4,5,61,0,0,0,65,4,0,71,61,11,4,6,78,8,0,11,84,11,0,97,3285,443,142,51,3922,58,5,70,3994,183,0,4172,755,115,47,31,945,38,8,50,987,186,5,1184,4,0,0,0,4,0,0,0,4,0,11,9,4038,559,185,84,4869,94,21,112,4984,365,13,5363
LGA53920,0,0,0,0,0,0,0,0,35,19,0,0,52,7,0,7,61,7,0,63,16,20,0,3,46,3,0,3,45,9,0,60,4,3,0,5,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,59,41,0,8,106,11,0,11,116,19,0,138,0,0,0,0,0,30,0,30,30,7,0,36,4,3,0,0,6,0,5,9,18,3,0,21,4,3,0,0,6,33,5,41,45,5,0,55,61,42,0,8,120,41,5,49,165,27,0,194,21,25,4,0,49,45,9,49,106,157,0,263,0,0,0,0,0,0,0,0,0,3,18,25,79,70,4,14,168,91,12,101,269,192,18,482
LGA53990,25,0,0,0,25,5,0,27,1098,101,30,11,1240,5,5,4,1246,59,0,1305,1774,152,68,20,2007,19,0,26,2033,52,0,2084,153,11,21,7,194,0,0,0,194,0,0,191,9,4,0,9,26,0,0,0,26,6,0,30,3043,265,122,47,3474,22,11,29,3504,109,0,3615,12,4,0,0,15,6,0,6,23,3,0,23,70,0,6,0,71,6,4,14,79,0,0,79,80,4,6,0,87,8,4,15,100,3,0,105,3118,270,122,47,3551,34,15,48,3601,119,0,3722,857,86,50,26,1018,13,10,21,1036,133,0,1163,0,0,0,0,5,0,0,0,5,0,3,6,3972,353,169,78,4572,49,21,68,4642,245,4,4891
LGA54060,0,0,0,0,0,0,0,0,81,16,3,5,99,0,0,0,99,6,0,108,119,14,3,0,137,3,0,3,142,0,5,144,5,7,0,0,13,0,0,0,13,0,0,13,7,0,0,4,9,0,0,0,9,3,0,11,214,34,10,4,261,3,0,3,266,9,5,278,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,4,9,0,0,9,7,0,0,0,6,4,0,4,12,0,0,12,218,34,10,4,272,3,0,3,276,9,5,290,64,10,13,0,82,0,0,0,82,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0,284,44,21,7,350,3,0,3,356,19,6,385
LGA54130,0,0,0,0,0,0,0,0,49,0,0,0,53,0,0,0,53,0,0,53,51,4,0,4,62,0,0,0,62,4,0,68,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,114,10,0,4,126,0,0,0,126,4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,10,0,4,126,0,0,0,126,4,0,125,48,5,0,0,51,4,0,4,58,4,0,57,0,0,0,0,0,0,0,0,0,0,3,3,158,17,0,4,174,4,0,4,179,3,3,186
LGA54170,910,18,8,21,929,65,0,998,7342,800,152,31,8323,103,23,123,8443,320,11,8778,12453,1260,274,56,14047,139,15,150,14197,280,17,14491,1096,104,151,13,1361,12,0,16,1369,40,5,1417,116,7,4,76,198,0,0,0,204,7,23,230,21009,2165,579,171,23928,249,38,288,24215,645,52,24909,111,23,5,0,140,13,0,10,155,12,0,171,420,47,13,3,475,6,0,8,485,26,3,506,534,66,15,3,621,18,6,20,639,37,3,683,21544,2230,596,178,24545,273,41,310,24851,681,52,25589,3988,376,182,57,4599,77,12,95,4694,303,8,5006,46,3,0,22,69,0,0,0,69,0,52,127,25580,2613,779,256,29219,348,53,400,29622,988,108,30720
LGA54200,260,5,0,9,272,19,0,289,2300,227,45,24,2602,20,22,41,2644,125,0,2767,3825,406,91,28,4345,16,6,23,4370,66,11,4449,368,75,64,0,501,0,0,0,506,8,0,511,30,4,5,22,61,0,0,0,61,0,3,57,6525,704,198,73,7504,39,27,68,7575,202,12,7790,44,8,0,0,46,3,0,7,55,0,0,58,122,14,9,0,148,7,0,7,150,3,0,149,164,21,9,0,195,11,0,11,205,4,0,207,6686,727,209,75,7702,53,25,76,7779,205,12,7997,1694,196,97,42,2023,69,15,87,2108,174,5,2285,11,8,0,24,39,0,0,0,39,3,29,73,8394,925,301,140,9763,119,43,159,9922,382,45,10350
LGA54280,7,0,0,0,7,0,0,13,1332,102,30,12,1489,16,3,16,1499,37,0,1545,1532,129,54,9,1719,5,0,6,1731,29,3,1762,167,14,18,17,219,0,0,0,219,11,0,230,22,5,0,6,34,0,0,0,35,7,4,47,3061,252,105,43,3455,27,9,32,3491,85,10,3583,15,0,0,0,15,0,0,0,19,0,0,19,41,10,4,5,56,8,4,6,65,0,0,65,63,10,4,5,80,8,4,8,84,0,0,84,3119,263,111,48,3534,27,7,36,3576,85,10,3668,992,55,39,34,1122,38,3,38,1164,77,0,1246,14,0,0,7,20,0,0,0,20,0,40,64,4126,324,149,89,4686,66,13,78,4763,164,56,4981
LGA54310,5,0,0,0,5,0,0,5,1200,77,57,5,1338,16,0,16,1357,57,0,1413,1419,126,65,24,1638,4,0,4,1638,15,0,1660,172,4,44,0,229,0,0,0,229,10,0,241,18,0,0,20,37,0,0,0,37,0,0,38,2810,213,167,47,3240,22,0,22,3257,82,0,3349,25,0,0,3,30,4,0,4,39,0,0,39,34,0,10,0,45,0,0,0,44,0,0,44,62,0,8,3,73,4,0,8,80,0,0,80,2869,213,175,55,3312,27,0,25,3344,82,0,3427,778,52,66,29,918,10,0,10,930,61,0,997,8,0,0,0,12,0,0,0,12,0,21,29,3662,265,235,83,4244,41,0,37,4281,142,15,4448
LGA54340,4,0,0,0,4,0,0,4,78,13,0,4,99,0,0,0,99,22,0,119,167,30,0,0,197,11,0,11,204,9,0,215,19,0,3,0,22,0,0,0,22,0,0,22,8,0,0,0,8,0,0,0,8,0,0,8,270,47,6,4,318,11,0,11,330,26,0,359,0,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,4,6,3,8,4,0,12,4,4,0,0,5,4,6,3,11,4,0,13,270,48,6,4,332,13,6,10,344,33,0,371,130,17,7,9,161,0,0,5,165,20,0,186,0,0,0,0,0,0,0,0,0,0,10,14,403,66,12,9,493,14,0,17,509,58,10,575
LGA54410,0,0,0,0,0,0,0,0,16,3,0,0,19,0,0,0,19,0,0,19,38,4,0,8,41,0,0,0,41,6,0,47,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,57,7,0,9,79,0,0,0,79,6,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,0,9,79,0,0,0,79,9,0,81,20,0,0,0,16,0,0,0,16,6,0,24,0,0,0,0,0,0,0,0,0,0,5,5,75,14,0,9,97,0,0,0,97,9,5,110
LGA54480,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,31,0,0,31,34,0,0,0,35,0,0,0,35,0,0,35,6,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,78,0,0,0,78,0,0,78,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,78,3,0,0,83,0,0,0,83,0,0,83,11,0,0,6,14,0,0,0,14,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,89,3,0,8,100,0,0,0,100,6,0,101
LGA54550,0,0,0,0,0,0,0,0,65,8,0,0,66,0,0,0,66,6,0,70,113,22,0,0,137,4,0,4,145,4,0,146,8,4,4,3,16,0,0,0,16,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,183,33,4,3,229,4,0,4,231,5,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,33,4,3,229,4,0,4,231,11,0,241,35,0,0,6,48,0,0,0,48,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,222,40,9,5,276,4,0,4,277,16,0,289
LGA54620,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,20,0,0,20,51,6,0,0,56,0,0,0,56,0,0,56,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,6,0,0,78,0,0,0,78,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6,0,0,78,0,0,0,78,0,0,78,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,82,6,0,0,92,0,0,0,92,0,0,92
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7,33,0,0,0,33,0,0,0,33,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,42,0,0,0,37,0,0,0,37,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,8,0,0,8,42,0,0,0,44,0,0,0,44,4,0,47,6,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,50,0,0,0,50,5,0,52
LGA54760,0,0,0,0,0,0,0,0,29,0,0,0,30,0,0,0,30,0,0,30,60,3,0,0,67,0,0,0,67,0,0,67,4,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,92,6,4,0,103,0,0,0,103,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6,4,0,103,0,0,0,103,0,0,100,20,6,0,0,24,0,0,0,24,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,108,10,4,0,124,0,0,0,124,4,0,131
LGA54830,119,10,0,10,129,11,0,139,1660,186,41,19,1911,35,0,36,1943,84,10,2035,2467,257,73,24,2826,25,10,33,2865,97,0,2962,252,42,31,11,332,3,6,6,340,14,0,356,15,0,0,37,53,0,0,0,53,4,8,62,4391,494,147,88,5125,64,15,74,5197,200,11,5410,70,7,0,0,78,11,0,11,90,7,0,101,189,23,7,4,223,4,0,5,226,17,0,243,256,28,8,10,296,19,0,18,318,25,0,343,4646,522,153,100,5420,76,18,96,5515,228,11,5757,1660,245,85,85,2069,75,8,90,2159,252,6,2413,15,0,0,18,33,0,0,0,33,0,23,54,6316,768,243,198,7518,157,29,186,7705,474,46,8223
