LGA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
LGA41830,684,716,1407,262,156,414,82,159,236,30,33,62,16,12,32,385,363,748,226,287,515,4.4,3.8,4.1,56.1,50.6,53.3,53.6,48.6,51.1,0,9,10,4,15,20,39,85,125,27,84,112,198,80,275,10,10,22,5,14,17,212,100,315,655,673,1324,56,75,136,491,498,996,178,212,389
LGA41960,556,536,1091,212,84,299,49,147,194,29,26,54,15,4,17,301,265,565,194,221,412,4,2.3,3.2,54,49.6,51.9,51.9,48.5,50.2,0,6,11,0,8,8,23,50,74,16,53,65,172,88,256,10,6,11,11,11,22,186,101,286,508,483,985,85,70,155,391,372,764,180,160,344
LGA42030,9830,10788,20619,4103,2533,6636,1252,2687,3939,287,385,675,407,298,700,6049,5902,11952,3361,4398,7762,6.7,5,5.9,61.5,54.7,58,57.4,52,54.6,184,238,422,116,228,350,684,1207,1893,706,1154,1862,2795,1849,4646,145,229,373,150,237,389,3087,2323,5410,9772,10476,20246,1606,1774,3384,6320,6704,13022,4502,5007,9513
LGA42110,1732,1692,3428,650,255,905,194,452,646,54,62,117,56,36,92,951,814,1768,649,755,1406,5.8,4.8,5.3,55.2,47.8,51.5,52,45.5,48.8,17,33,58,8,25,40,63,167,229,73,160,237,433,248,680,25,39,67,42,37,76,507,323,833,1672,1620,3292,198,201,397,1256,1212,2468,526,534,1061
LGA42250,4024,3155,7174,1652,747,2394,405,1018,1432,145,161,306,68,54,120,2272,1983,4249,1483,909,2391,2.9,2.8,2.9,56.5,62.8,59.3,54.8,61.1,57.6,34,43,73,33,63,97,206,351,561,183,295,475,1034,547,1585,30,75,110,63,68,131,1132,695,1825,3436,3159,6595,321,348,668,2604,2299,4904,1008,1041,2052
LGA42600,15384,17226,32610,6323,4211,10540,2408,4603,7012,431,550,978,424,317,741,9584,9683,19265,5237,6966,12205,4.4,3.3,3.8,62.3,56.2,59.1,59.6,54.3,56.8,1196,1276,2470,384,709,1087,3067,3918,6982,1660,1979,3636,3025,1509,4536,136,166,304,264,393,651,3424,2068,5489,14535,15966,30506,2580,2828,5410,9472,10525,19999,7055,7662,14714
LGA42750,2116,2001,4112,741,388,1127,343,624,969,96,100,197,51,38,85,1226,1143,2375,685,687,1374,4,3,3.5,58.2,57.1,57.6,55.8,55.4,55.6,52,68,120,15,61,79,197,311,510,123,192,317,535,257,790,21,36,58,45,33,80,606,327,931,1919,1798,3716,353,342,694,1361,1263,2622,797,784,1576
LGA43080,454,389,844,195,78,276,34,90,125,14,14,27,12,7,19,259,194,449,157,163,324,5.1,3.1,4.2,56,49.6,53.1,53.2,48.1,50.8,0,5,4,4,9,15,12,33,46,14,40,55,106,71,176,5,9,12,3,6,9,115,86,203,425,365,790,49,55,104,338,293,631,120,114,230
LGA43220,419,396,811,232,95,328,36,123,154,15,18,31,4,4,11,282,236,518,104,129,234,1.4,1.3,1.4,67.6,59.1,63.5,66.7,58.4,62.7,4,3,10,0,8,10,6,51,64,21,39,60,96,45,144,4,15,17,5,3,13,109,67,174,450,408,860,43,46,89,361,337,694,108,109,210
LGA43360,1013,989,2001,383,162,551,128,294,417,52,45,94,22,12,34,585,506,1095,359,426,782,3.8,1.8,2.8,57.9,51.3,54.6,55.7,50.4,53.1,14,13,26,6,25,33,38,94,129,51,95,137,232,129,354,14,20,38,22,24,41,262,172,434,952,905,1864,125,161,289,654,625,1277,376,396,777
LGA43650,6257,6355,12616,3075,1583,4652,864,2074,2939,235,276,509,137,128,266,4313,4060,8368,1645,2029,3676,3.2,3.2,3.2,68.9,63.9,66.4,66.7,61.8,64.2,108,122,233,41,155,197,434,887,1326,431,687,1108,1893,1161,3055,81,137,214,80,127,201,2050,1424,3474,6733,6616,13344,738,802,1537,4910,4692,9595,2195,2399,4593
LGA43710,2495,2226,4727,1040,504,1540,318,694,1010,110,102,217,47,34,79,1509,1337,2845,816,748,1566,3,2.8,2.9,60.5,59.9,60.2,58.7,58.3,58.5,26,42,73,17,61,80,134,310,444,146,234,381,669,338,1008,25,47,72,42,41,88,743,430,1170,2426,2267,4690,295,310,600,1810,1628,3444,762,805,1565
LGA43790,4862,4797,9656,2014,1024,3030,552,1230,1782,174,207,376,102,74,175,2836,2530,5363,1669,1953,3623,3.5,3,3.2,58.3,52.8,55.5,56.2,51.2,53.7,35,70,109,28,90,120,233,485,715,264,447,713,1200,759,1965,66,102,163,78,83,157,1346,940,2283,4745,4664,9414,592,641,1233,3450,3379,6829,1624,1699,3322
LGA44000,34,40,79,10,11,19,0,5,6,3,4,9,0,0,0,11,20,27,25,20,40,0,0,0,32.4,45.2,39.2,32.4,45.2,39.2,3,0,3,0,0,0,0,3,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,38,48,81,5,0,5,30,26,51,8,13,25
LGA44060,37790,41649,79439,16553,10596,27147,6059,11971,18035,1115,1528,2636,1464,1110,2569,25187,25197,50389,11266,15235,26503,5.8,4.4,5.1,66.6,60.5,63.4,62.8,57.8,60.2,2310,2797,5109,713,1319,2032,6337,8762,15095,3456,4244,7699,8583,4791,13372,382,551,937,589,879,1473,9553,6224,15777,37683,40755,78434,5905,6422,12320,24479,26578,51056,16850,18547,35399
LGA44210,4249,3741,7988,1247,572,1820,443,889,1334,151,126,277,114,102,220,1959,1688,3644,1925,1740,3660,5.9,6,5.9,46,45.1,45.6,43.3,42.4,42.9,19,50,72,23,55,74,171,280,456,180,313,490,1183,588,1775,57,99,152,63,69,132,1306,754,2056,3717,3445,7164,460,442,901,2709,2428,5131,1337,1300,2640
LGA44340,26929,29040,55966,11891,7088,18974,4551,8935,13487,715,1046,1762,850,640,1489,18003,17703,35705,8211,10619,18825,4.7,3.6,4.2,66.9,61,63.8,63.7,58.8,61.1,2815,2802,5619,883,1508,2390,6403,7963,14367,2536,2986,5524,4433,2226,6652,226,289,510,449,583,1030,5102,3097,8204,28057,29679,57736,3714,3889,7609,19657,20732,40388,10642,11424,22067
LGA44550,15144,16421,31567,7211,4129,11334,2437,5066,7503,551,694,1244,379,366,741,10575,10251,20826,3906,5552,9458,3.6,3.6,3.6,69.8,62.4,66,67.3,60.2,63.6,534,722,1256,263,607,868,1873,3064,4935,1425,1946,3374,4159,2484,6645,193,285,478,283,356,640,4640,3127,7765,15423,16292,31720,2546,2756,5303,9771,10202,19975,7160,7866,15026
LGA44620,10429,11560,21984,4562,2535,7098,1316,3199,4514,312,426,733,355,256,612,6552,6414,12959,3306,4507,7816,5.5,4,4.7,62.8,55.5,59,59.4,53.3,56.2,162,210,377,103,234,341,641,1248,1883,526,911,1433,2879,1897,4769,135,254,387,136,223,366,3149,2376,5524,10274,11092,21370,1764,1868,3635,6753,7169,13919,4637,5177,9814
LGA44830,1247,1220,2471,490,230,724,126,300,428,39,40,82,36,28,62,689,609,1296,444,499,943,4.9,5,4.9,55.4,49.7,52.6,52.6,47.2,50,17,13,34,14,35,53,60,153,205,61,132,192,348,167,512,15,17,31,15,18,33,382,193,576,1185,1159,2344,109,117,227,951,938,1882,297,304,604
LGA45040,9026,8951,17978,3109,1832,4932,1069,2143,3215,275,298,574,340,255,595,4794,4522,9318,3680,3914,7597,7.1,5.7,6.4,53.1,50.6,51.8,49.3,47.7,48.5,101,106,211,56,156,218,359,722,1083,407,696,1105,2264,1557,3821,135,210,339,122,177,297,2518,1948,4463,8180,8517,16693,1372,1464,2834,5545,5707,11255,3522,3796,7322
LGA45090,3648,3412,7057,1820,780,2599,460,1036,1498,131,133,271,74,46,115,2484,2003,4481,896,1174,2067,2.9,2.2,2.6,68,58.7,63.5,66.1,57.4,61.9,28,47,75,15,66,86,192,466,662,216,300,513,827,432,1265,51,60,111,62,49,116,946,538,1488,3546,3309,6853,569,518,1087,2440,2240,4679,1435,1387,2827
LGA45120,1885,1855,3744,831,367,1194,199,548,744,55,60,116,40,22,66,1124,1000,2127,638,753,1395,3.9,2.4,3.2,59.6,53.9,56.8,57.3,52.6,55,26,30,51,17,43,60,90,246,340,82,205,287,522,263,789,23,41,70,25,30,51,576,339,911,1940,1885,3823,196,218,410,1462,1395,2858,564,603,1167
LGA45290,15384,16760,32147,6676,4464,11143,2726,4608,7328,365,514,875,559,450,1006,10321,10036,20354,4481,6145,10617,5.4,4.5,5,67.1,59.9,63.3,63.5,57.2,60.2,1852,1899,3749,460,822,1277,4022,4600,8622,1292,1536,2837,2032,1158,3195,101,138,240,212,272,487,2344,1575,3920,14110,15380,29492,3142,3253,6396,8746,9701,18443,7832,8231,16066
LGA45340,69779,74378,144158,29224,16578,45801,10186,21279,31463,2160,2812,4969,2848,1986,4832,44411,42652,87061,22343,28786,51126,6.4,4.7,5.5,63.6,57.3,60.4,59.6,54.7,57,1816,2321,4132,882,1962,2847,6452,10432,16882,5452,7950,13400,20911,12229,33141,1083,1489,2573,1179,1847,3030,23171,15569,38740,72508,75460,147970,8589,9397,17989,50874,52040,102914,26190,28951,55144
LGA45400,350,381,726,168,80,248,37,90,129,12,16,28,7,7,15,222,195,417,103,152,254,3.2,4.6,3.8,63.2,52,57.4,61.2,49.6,55.2,0,4,7,0,12,13,11,48,61,15,44,59,96,59,153,0,8,8,5,4,13,99,69,170,355,370,730,30,31,61,297,290,588,77,84,166
LGA45540,723,711,1432,137,88,228,75,121,201,25,22,46,48,21,60,283,253,532,343,367,711,16.2,7.2,12,39.1,35.4,37.3,32.8,32.8,32.8,4,3,8,4,8,13,17,45,61,19,58,73,132,81,214,21,11,35,12,14,29,163,117,279,635,633,1267,59,65,129,505,480,984,174,186,363
LGA45680,37564,38945,76510,14956,8068,23023,4770,9054,13831,1310,1447,2755,2202,1851,4056,23239,20423,43664,11995,16213,28213,9.5,9.1,9.3,61.9,52.4,57.1,56,47.7,51.8,463,493,954,177,550,731,1777,3002,4777,2066,3131,5193,9285,7088,16377,773,984,1756,515,764,1282,10576,8841,19412,38946,39704,78650,6317,6600,12919,24564,24417,48980,17598,18846,36442
LGA45890,54512,55581,110095,22724,13974,36698,8633,14254,22890,1567,1919,3487,2386,1854,4234,35301,32007,67308,16752,21402,38151,6.7,5.8,6.3,64.8,57.6,61.1,60.4,54.3,57.3,3550,3975,7518,748,1496,2245,8309,10278,18586,4397,5065,9456,10441,6255,16697,606,767,1377,677,985,1661,11723,8012,19735,52769,53932,106703,9029,8816,17849,32606,33991,66592,25628,25621,51251
LGA46090,5870,5418,11285,1992,1356,3346,603,1199,1806,223,209,434,227,152,379,3049,2917,5965,2339,2104,4447,7.6,5.1,6.4,52,53.8,52.9,48.1,51.1,49.5,95,107,199,36,100,138,241,492,734,269,388,651,1521,729,2258,69,114,176,85,77,157,1675,920,2591,5097,5223,10321,787,855,1642,3663,3729,7391,1886,2028,3913
LGA46300,5721,6086,11810,2115,1256,3370,844,1737,2580,310,251,560,194,113,309,3467,3352,6819,1837,2376,4212,5.7,3.4,4.6,60.6,55.1,57.8,57.2,53.2,55.1,79,114,193,45,109,149,350,681,1037,316,514,830,1577,952,2528,85,149,236,89,134,221,1753,1233,2988,5522,5713,11236,931,1046,1979,3760,3851,7611,2329,2577,4902
LGA46450,6961,7275,14237,2514,1329,3841,747,1837,2590,205,230,430,322,206,527,3785,3601,7389,2764,3272,6039,8.5,5.7,7.1,54.4,49.6,51.9,49.7,46.7,48.2,86,77,162,38,113,149,276,642,915,306,498,797,1886,1090,2976,107,155,264,78,98,170,2065,1341,3405,6964,7128,14097,889,1012,1901,5124,5162,10280,2323,2571,4889
LGA46510,9094,9317,18413,4405,2894,7302,1652,2763,4410,263,317,576,302,220,523,6621,6191,12814,2183,2827,5011,4.5,3.6,4.1,72.8,66.5,69.6,69.5,64.1,66.8,947,963,1912,300,437,732,2215,2568,4786,824,904,1731,1418,756,2169,64,83,149,117,138,248,1595,978,2568,9022,9147,18170,1659,1549,3209,5711,5889,11598,4422,4354,8774
LGA46670,4135,4063,8193,1713,844,2564,498,1098,1597,164,167,325,127,90,221,2509,2193,4702,1347,1600,2947,5.1,4.1,4.7,60.7,54.1,57.4,57.6,51.8,54.7,39,53,90,19,58,78,216,387,600,214,324,544,982,594,1575,40,71,111,64,76,142,1089,735,1825,3880,3910,7792,625,549,1166,2727,2664,5396,1557,1583,3138
LGA46860,659,672,1330,264,125,388,89,185,277,39,49,91,7,9,16,405,361,767,216,264,479,2,1.9,2,61.4,53.9,57.6,60.2,52.9,56.5,21,7,25,4,27,29,47,83,131,52,65,109,193,90,284,5,11,10,14,17,29,211,117,323,590,602,1196,105,113,218,374,368,738,306,315,622
LGA46970,1669,1280,2952,1095,600,1694,114,248,366,116,77,195,26,28,49,1356,949,2302,81,209,290,1.8,2.6,2.1,81.3,73.7,78,79.8,71.7,76.3,46,33,78,7,32,38,109,177,288,83,100,184,599,254,855,21,21,41,20,30,46,640,300,945,1353,1146,2503,503,427,929,631,472,1104,1087,956,2044
LGA47140,58325,59113,117440,24114,13135,37250,8648,14399,23045,1700,1774,3471,2818,2314,5125,37279,31619,68897,18358,24958,43313,7.6,7.3,7.4,63.9,53.5,58.7,59.1,49.6,54.3,1986,2062,4052,474,931,1408,5225,6959,12190,3683,4842,8525,13239,8356,21588,819,1143,1961,740,1061,1797,14797,10556,25349,60508,60939,121446,8338,7939,16273,41042,41494,82536,23660,23618,47282
LGA47290,868,782,1650,455,191,646,77,213,291,15,15,33,15,13,29,564,432,994,232,290,515,2.8,2.8,2.8,65.1,55.1,60.4,63.3,53.6,58.7,15,14,21,6,7,12,50,98,151,43,76,116,175,100,281,18,16,38,16,18,29,216,136,350,826,752,1573,102,106,205,586,548,1136,286,270,554
LGA47490,920,828,1749,363,155,518,132,256,389,40,31,72,22,10,35,555,458,1010,284,306,588,3.6,2.6,3.2,60.5,54.8,57.8,58.3,53.3,55.9,5,10,8,0,18,23,50,123,167,46,75,119,262,114,383,7,16,21,14,13,23,288,144,425,901,812,1709,104,119,228,694,615,1308,273,264,534
LGA47630,2973,2676,5648,1628,704,2330,311,791,1107,126,112,235,31,36,72,2098,1639,3740,596,827,1425,1.6,2.1,1.8,70.5,61.3,66.2,69.4,60,64.9,22,30,52,7,48,58,148,350,498,152,249,396,706,387,1088,36,55,91,51,69,120,792,504,1299,2851,2625,5478,399,371,772,1995,1786,3783,1105,1071,2171
LGA47700,40781,42933,83710,18905,10768,29668,5876,12236,18111,1175,1561,2732,1331,1078,2408,27282,25640,52924,12300,16139,28443,4.9,4.2,4.6,66.9,59.7,63.2,63.6,57.2,60.3,1780,1789,3564,606,1195,1803,5110,7122,12233,3917,4793,8706,11081,5882,16965,450,688,1139,693,1020,1716,12226,7592,19814,42935,44416,87352,4886,5122,10005,31036,32145,63177,14483,15221,29700
LGA47800,2374,2203,4582,973,385,1358,241,586,823,80,84,168,56,49,100,1342,1109,2450,779,889,1662,4.1,4.2,4.2,56.5,50.2,53.5,54.2,48.1,51.3,19,37,60,13,29,41,94,206,296,113,180,296,536,338,866,46,50,96,31,35,71,607,424,1036,2221,2042,4268,284,293,570,1629,1473,3103,772,760,1530
LGA47910,1143,1195,2337,463,181,642,124,357,480,42,37,80,19,12,31,651,589,1240,419,533,946,2.8,2.2,2.5,56.8,49.4,53,55.2,48.3,51.7,9,17,28,3,27,23,66,131,202,52,127,175,287,168,455,22,13,36,19,20,37,326,205,528,1161,1198,2357,121,121,240,844,838,1683,371,406,780
LGA47980,15192,17453,32648,6839,4630,11473,2630,4886,7520,367,553,920,467,431,894,10303,10504,20804,4493,6505,11000,4.5,4.1,4.3,67.8,60.2,63.7,64.7,57.7,61,2122,2033,4163,569,954,1524,4325,5173,9498,1263,1681,2946,1728,995,2724,106,137,242,203,277,480,2033,1412,3446,14937,16672,31611,2740,3010,5749,9782,11029,20807,7120,7895,15016
LGA48050,6550,7594,14148,1497,847,2342,981,1654,2633,185,217,406,174,136,306,2835,2854,5690,3447,4454,7899,6.1,4.8,5.4,43.3,37.6,40.2,40.7,35.8,38,173,195,373,103,184,291,615,879,1496,548,875,1424,1759,1048,2805,80,135,213,153,193,340,1988,1378,3367,6228,7051,13287,955,1067,2025,3968,4522,8487,2974,3363,6336
LGA48130,2766,2731,5500,1113,456,1569,316,766,1081,108,113,219,91,61,147,1637,1387,3018,964,1186,2154,5.5,4.3,4.9,59.1,50.8,54.9,55.8,48.6,52.2,22,29,49,12,50,62,123,261,382,123,207,329,678,409,1088,48,56,106,44,50,92,771,509,1278,2774,2729,5503,425,387,810,1964,1899,3865,1045,1063,2104
LGA48260,3197,3637,6828,1379,907,2283,505,944,1447,79,108,185,90,81,169,2049,2036,4080,1016,1478,2494,4.2,4,4.1,64,56,59.8,61.3,53.8,57.3,455,437,888,109,156,264,866,992,1860,265,342,606,347,248,596,15,31,49,39,59,97,401,337,746,2954,3390,6343,621,703,1322,1930,2220,4150,1523,1733,3255
LGA48340,5023,4939,9964,1977,895,2868,540,1392,1931,215,183,399,134,91,224,2869,2559,5422,1768,2037,3799,4.6,3.7,4.2,57,51.8,54.5,54.4,49.9,52.2,47,80,118,23,88,114,242,484,724,207,405,614,1272,759,2035,70,102,165,66,100,166,1412,962,2372,4862,4719,9571,633,669,1301,3616,3398,7017,1633,1791,3420
LGA48410,25672,27066,52740,11376,7366,18737,4751,7781,12537,718,986,1699,908,724,1631,17756,16848,34603,7001,9391,16390,5.1,4.3,4.7,69.2,62.3,65.6,65.6,59.6,62.5,1972,2184,4155,534,931,1460,5089,6306,11396,2368,2637,5006,4742,2513,7259,226,283,511,389,510,895,5364,3305,8667,24253,25464,49714,4675,4729,9407,15056,15997,31051,12544,12948,25489
LGA48540,8721,8727,17446,3536,1863,5404,895,1969,2866,298,305,609,428,306,731,5161,4446,9604,2976,3709,6680,8.3,6.9,7.6,59.2,51,55.1,54.3,47.5,50.9,123,155,280,46,120,172,462,813,1277,388,607,988,2747,1345,4095,157,238,391,100,153,251,3005,1731,4736,8557,8408,16966,1202,1263,2457,6258,6101,12357,2978,3102,6080
LGA48640,442,454,894,252,119,368,33,131,162,17,21,34,9,3,17,307,272,577,95,129,225,2.9,1.8,2.4,69.3,60.4,64.8,67.3,59.3,63.2,3,3,6,3,13,15,17,44,59,7,40,47,108,55,162,10,4,9,7,12,15,116,69,184,453,461,911,36,43,85,360,369,726,110,122,228
LGA48750,2492,2546,5038,697,378,1076,385,651,1041,84,89,177,72,55,125,1235,1176,2411,1109,1227,2336,5.7,4.4,5.1,49.7,46.1,47.9,46.9,44.1,45.5,64,76,137,38,65,107,199,298,495,216,330,544,669,344,1020,28,49,78,49,78,136,754,473,1228,2345,2314,4661,365,410,777,1572,1554,3129,1028,1083,2112
LGA48830,5165,4870,10037,1541,628,2174,534,1122,1653,170,167,338,128,79,208,2367,2006,4369,2390,2475,4868,5.4,3.9,4.7,45.8,41.1,43.6,43.4,39.5,41.5,35,64,96,24,69,93,202,426,630,245,454,694,1426,667,2095,57,81,134,74,88,159,1557,834,2393,4832,4514,9345,574,596,1171,3678,3379,7050,1525,1521,3049
LGA49399,1526,1053,2580,667,328,992,108,181,284,91,53,140,45,28,75,915,584,1497,360,330,687,5.1,4.8,5,59.9,55.6,58.1,56.8,52.9,55.2,5,25,31,5,11,16,59,94,157,67,83,152,333,146,474,32,25,53,23,10,38,382,181,572,1208,919,2122,244,205,452,842,642,1490,515,396,911
LGA49499,1668,1306,2975,233,117,351,124,141,264,64,48,106,150,113,266,562,423,989,651,613,1266,26.3,27,0,34,32.3,0,25,23.6,0,36,44,76,6,22,29,108,125,234,65,96,154,308,166,472,33,30,60,23,21,45,363,214,577,369,226,596,947,917,1865,262,144,404,1008,965,1975
LGA49799,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,6,0,6,0,0,0
LGA50080,15562,16411,31970,6093,3483,9576,2192,4592,6790,636,599,1237,413,296,715,9335,8977,18311,5268,6585,11854,4.4,3.3,3.9,60,54.7,57.3,57.4,52.9,55.1,338,425,765,194,453,646,1257,2301,3556,1144,1836,2979,4258,2456,6717,300,441,735,222,403,625,4775,3302,8074,14801,15711,30518,2597,2796,5392,9860,10291,20155,6652,7398,14052
LGA50210,35273,36821,72096,17936,9587,27526,4421,9850,14275,1236,1421,2657,1483,1535,3013,25077,22395,47471,8064,12647,20715,5.9,6.9,6.4,71.1,60.8,65.8,66.9,56.6,61.7,1440,1587,3024,434,844,1274,3989,5961,9949,3086,3899,6994,9124,5615,14742,593,828,1416,450,778,1227,10163,7216,17385,37842,38914,76758,5499,5822,11317,23762,24007,47769,16342,17690,34031
LGA50250,3400,2270,5670,1940,861,2797,183,419,604,267,159,426,35,44,75,2422,1489,3909,207,392,601,1.6,2.8,2,71.3,65.4,68.9,70.2,63.6,67.5,54,47,95,25,46,70,186,306,495,172,224,391,1162,392,1554,40,46,91,30,36,66,1231,478,1709,2495,1839,4335,856,705,1561,1094,683,1773,1987,1619,3605
LGA50280,6621,6747,13368,2700,1372,4074,1162,2316,3481,378,363,740,134,109,241,4382,4157,8539,1614,2116,3736,3.1,2.6,2.8,66.2,61.7,63.9,64.1,60.1,62.1,213,253,470,114,237,348,892,1419,2315,564,843,1402,1781,853,2634,94,120,214,106,169,272,1986,1135,3118,6199,6338,12532,1323,1346,2668,3859,3892,7754,3223,3409,6629
LGA50350,6322,6810,13129,2985,1966,4955,926,1815,2740,169,231,403,218,191,407,4297,4207,8504,1612,2270,3882,5,4.6,4.8,68,61.8,64.8,64.6,58.9,61.7,325,383,709,135,283,421,943,1361,2303,550,673,1225,1515,790,2304,89,118,212,70,156,230,1680,1062,2744,6285,6703,12988,943,974,1909,4207,4536,8743,2573,2753,5325
LGA50420,28653,29606,58257,13714,8698,22413,4334,7877,12212,868,1056,1924,1031,930,1966,19952,18563,38516,7180,9790,16969,5.2,5,5.1,69.6,62.7,66.1,66,59.6,62.7,1732,2033,3772,593,1072,1665,5490,6511,11991,2765,3040,5802,5666,2948,8613,317,461,773,346,644,994,6323,4058,10383,27665,28283,55951,4609,4780,9396,17802,18307,36104,12753,13156,25910
LGA50490,17997,17537,35533,8596,5327,13924,2613,4164,6776,643,622,1266,708,602,1313,12561,10710,23274,4032,5664,9692,5.6,5.6,5.6,69.8,61.1,65.5,65.9,57.7,61.8,1078,1012,2086,246,454,707,2845,3493,6345,1725,1836,3560,3675,1874,5555,272,296,564,227,334,564,4178,2508,6688,16109,15780,31885,3435,3441,6874,9301,9185,18485,9222,9055,18274
LGA50560,762,727,1491,234,117,353,73,154,227,35,33,71,22,24,46,369,333,696,286,309,602,6.3,6.4,6.3,48.1,45.2,46.7,45.1,42.3,43.7,5,9,17,7,14,19,42,86,129,44,66,115,169,80,247,10,10,17,11,16,25,183,104,285,660,657,1309,75,73,146,506,489,995,194,215,416
LGA50630,677,652,1333,311,155,473,70,128,201,45,44,87,16,16,32,440,347,787,172,246,415,3.4,4.3,3.8,64.7,53.5,59.2,62.5,51.2,56.9,11,12,20,0,11,14,35,77,113,26,56,82,198,87,290,9,25,33,13,17,26,221,126,348,634,585,1222,149,151,303,420,395,808,308,300,608
LGA50770,730,744,1469,319,163,485,73,181,250,51,28,76,12,17,34,455,390,846,202,271,467,3.3,5.1,4.1,62.2,52.7,57.4,60.2,50,55.1,0,8,14,6,9,15,45,113,152,38,71,113,178,110,285,8,10,19,10,24,38,197,142,341,715,714,1428,77,89,169,545,507,1055,208,246,454
LGA50840,2132,2237,4367,816,409,1224,240,605,842,104,87,195,52,33,89,1215,1137,2351,735,941,1675,4.5,3.1,3.8,56.9,50.9,53.8,54.3,49.3,51.8,50,42,93,22,66,83,172,296,472,143,273,417,635,339,976,34,60,91,39,51,92,713,450,1166,1937,1975,3917,404,463,867,1318,1358,2680,920,980,1904
LGA50910,392,383,770,158,77,234,36,89,121,20,20,36,16,8,21,229,191,416,126,159,287,5.3,5.3,5.3,57.5,49.9,53.8,54.5,47.2,50.9,3,4,11,4,12,13,18,41,52,16,27,42,75,54,125,6,5,9,5,7,8,84,67,148,372,352,720,40,53,94,272,256,520,121,130,250
LGA50980,6206,6766,12969,2807,2461,5267,642,1375,2010,297,315,610,224,179,401,3963,4326,8291,1300,1492,2797,5.6,4.1,4.8,63.9,64,63.9,60.3,61.3,60.9,151,313,459,92,253,346,609,1204,1818,437,650,1087,1519,709,2233,81,157,242,90,113,206,1696,987,2683,5483,5655,11137,1399,1775,3176,3206,3225,6429,3174,3700,6876
LGA51080,419,403,816,215,85,297,38,106,144,18,17,29,9,10,22,277,214,496,103,134,232,4.7,5.1,4.9,66.3,53.8,60.2,63.2,51,57.3,0,8,8,0,8,5,23,65,84,18,31,52,85,43,123,3,8,13,15,4,14,98,58,157,424,406,832,49,45,93,320,304,625,122,121,244
LGA51120,413,388,798,198,90,285,26,81,109,8,6,20,9,8,16,241,190,431,103,136,238,4.1,4.3,4.2,58.1,48.7,53.6,55.7,46.6,51.3,0,0,3,3,16,11,19,37,59,14,35,51,88,44,130,5,8,8,5,5,15,97,59,152,368,348,714,55,51,105,285,260,544,112,115,229
