LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA11600,39,1122,21,1240,3,0,0,20,0,22,21,0,0,5,0,29,0,0,0,0,0,0,12,0,3,9,0,21,58,54,39,825,21,992,14,0,0,0,0,14,8,0,0,4,0,7,16,6,5,63,0,86,4,0,0,0,0,10,0,0,0,0,0,0,27,4,0,0,0,36,21,18,9,272,0,323,21,7,0,24,0,53,20,0,3,0,0,24,3,0,0,6,0,13,0,0,0,0,0,0,4,0,0,4,0,6,11,0,0,0,4,15,8,0,0,0,0,12,4,0,0,4,0,8,3,0,0,0,0,3,0,0,0,0,0,0,24,13,14,259,4,307,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,8,15,0,105,11,0,3,26,209,248,325,96,76,1974,251,2723,11,56,60,1002
LGA11650,9670,109392,2462,137133,6,77,38,1275,31,1434,2919,202,255,746,43,4167,526,155,83,276,5,1035,2102,661,399,1289,40,4490,24285,12727,8978,94021,2367,142378,1779,105,453,88,38,2462,792,172,132,890,24,2010,2606,950,599,6836,167,11160,1027,327,138,844,18,2358,484,132,50,179,9,851,1865,136,97,151,11,2253,5234,3056,1915,31466,579,42257,2718,1140,405,3863,113,8243,694,6,35,20,0,762,410,175,63,263,7,911,80,27,8,34,0,152,1399,411,209,1208,42,3277,1100,328,222,222,23,1895,1482,800,524,435,28,3270,931,225,139,451,17,1763,698,92,100,205,8,1096,236,113,25,22,5,400,5765,3112,2116,22434,474,33906,253,40,16,83,5,400,1018,181,140,94,9,1441,1074,99,73,371,9,1633,207,48,24,33,0,320,332,17,44,19,3,410,952,276,195,1053,19,2490,10087,2545,1766,3451,194,18043,570,184,148,2245,16532,19681,60470,24663,16945,203831,21829,327736,2182,15545,11233,107973
LGA11700,25,554,14,606,0,6,0,409,37,453,6,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,19,23,16,354,14,423,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,32,0,47,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,3,9,7,0,90,0,104,6,7,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,3,97,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,26,3,4,17,6,53,3,3,0,34,282,321,76,45,37,1312,353,1831,0,19,15,394
LGA11720,1051,22976,500,26226,0,10,0,288,6,308,117,11,15,74,4,220,22,9,4,19,0,53,163,69,59,161,0,457,1822,1382,950,19189,453,23797,175,13,64,15,3,274,43,9,8,100,0,167,295,130,101,1653,38,2211,31,28,0,92,0,151,39,8,7,26,0,78,117,13,8,17,9,158,346,270,136,4538,105,5385,120,72,15,440,12,659,15,0,0,0,0,20,25,6,3,30,0,65,7,10,0,12,3,32,52,22,20,69,11,164,114,30,19,33,4,200,144,77,62,59,0,346,152,39,21,155,3,368,27,9,5,34,0,73,16,9,0,0,0,29,618,457,313,4819,88,6287,8,0,0,5,0,14,66,15,9,27,0,116,52,7,0,71,4,131,9,0,0,0,0,12,14,0,7,0,0,18,73,41,20,307,7,451,739,182,114,449,31,1511,45,25,15,589,4388,5058,4437,2658,1771,41303,5385,55561,228,1793,1240,24880
LGA11730,938,19923,454,22777,0,14,8,530,4,552,144,19,9,96,5,264,16,5,0,9,0,27,321,91,54,153,4,612,2082,1210,942,16800,465,21500,137,5,51,0,10,202,62,18,12,122,5,217,303,108,66,1789,28,2301,32,21,3,63,4,124,28,6,5,4,0,46,121,9,0,33,0,165,383,278,168,5295,124,6243,116,80,15,410,11,629,8,0,3,0,0,10,6,3,0,16,0,23,3,0,0,0,0,6,50,16,7,63,5,140,56,26,6,16,5,114,100,62,50,51,3,265,66,29,13,31,6,142,30,7,9,18,0,59,4,3,0,0,0,14,510,359,254,4646,91,5856,5,6,0,4,0,8,48,10,13,10,0,83,39,3,7,33,5,85,22,0,0,4,0,28,22,0,4,0,0,31,84,23,18,141,0,269,686,194,158,462,22,1521,36,25,16,648,3456,4189,4525,2374,1679,37669,4421,50670,181,1391,1026,19634
LGA11750,93,2119,63,2384,0,0,0,36,0,38,22,0,0,8,0,32,0,0,0,3,0,11,20,9,3,11,0,40,93,66,64,1168,40,1432,19,0,5,0,0,22,5,0,0,6,0,14,25,11,4,110,3,153,3,0,3,12,0,19,3,0,0,0,0,3,20,3,0,0,0,25,47,11,22,415,6,508,9,0,3,45,0,64,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,4,21,0,3,0,0,23,15,12,3,3,0,29,3,4,7,3,0,16,0,0,4,0,0,12,4,5,0,0,0,9,33,18,16,279,8,358,0,0,0,0,0,0,19,0,0,0,0,16,0,0,0,4,0,4,10,0,0,0,0,10,3,0,0,0,0,3,3,5,0,9,0,19,111,11,16,34,3,170,9,0,4,55,494,562,407,156,147,3274,590,4564,8,73,90,1577
LGA11800,1743,24335,474,29344,0,22,5,411,15,455,381,51,56,156,6,643,72,16,11,34,0,126,481,164,81,272,8,1013,4200,2274,1619,21679,527,30298,273,9,79,25,11,397,157,16,25,197,7,399,672,208,153,2040,42,3115,92,51,10,128,4,286,107,22,8,40,0,177,1133,60,93,52,10,1348,896,524,350,7567,124,9459,431,167,71,908,19,1597,53,0,0,5,0,63,38,12,8,55,0,109,17,0,0,11,0,30,103,35,35,110,7,286,152,50,27,47,3,280,249,139,89,57,7,543,193,29,24,102,3,356,88,18,7,38,5,155,37,3,14,0,0,55,981,598,405,5780,96,7858,24,0,3,7,0,29,146,31,15,10,0,207,152,9,24,89,0,280,28,8,0,3,0,47,53,0,4,0,3,67,157,43,33,252,0,483,3109,461,354,769,65,4754,196,41,27,597,4825,5672,12332,4389,3174,47124,5923,72949,468,2710,1982,24352
LGA12000,61,1759,43,1953,0,0,0,15,0,17,0,0,0,6,0,11,0,0,0,0,0,0,17,4,3,23,0,42,98,85,55,1386,37,1660,0,0,0,0,0,0,3,0,0,12,3,19,11,15,8,153,4,193,8,0,0,9,0,19,0,0,0,0,0,0,8,0,0,8,0,17,15,15,13,572,12,628,6,4,4,29,0,50,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,7,3,4,0,3,0,15,4,3,0,3,0,12,0,0,0,3,0,3,0,0,0,0,0,0,25,26,13,420,11,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,13,43,14,4,37,0,101,0,5,0,43,411,465,223,155,99,3342,495,4313,13,80,60,1795
LGA12150,40,1914,39,2039,0,0,0,52,0,54,5,0,4,15,0,21,0,0,0,0,0,0,3,3,5,8,0,19,34,28,32,1159,38,1290,4,0,0,0,0,4,0,0,0,10,0,10,13,4,0,96,0,120,8,0,0,4,0,14,0,0,0,0,0,0,14,0,0,0,0,17,12,9,7,332,13,377,6,5,0,23,0,38,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,9,0,5,3,4,0,13,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,13,4,6,253,7,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,3,0,0,0,10,0,12,20,3,0,18,0,49,0,3,5,59,569,631,132,69,66,2991,661,3919,9,31,26,1431
LGA12160,148,4808,140,5339,0,0,0,15,8,23,34,0,3,22,4,64,0,0,0,0,0,0,40,9,0,22,0,79,300,195,129,3910,129,4661,35,0,0,0,0,38,7,3,0,24,0,37,40,24,18,324,3,406,7,4,0,10,0,26,3,0,0,0,0,8,25,3,4,0,0,31,56,30,33,1313,38,1463,24,9,8,73,4,115,0,0,0,0,0,0,4,6,0,16,0,24,0,0,0,0,0,0,8,6,0,6,0,14,9,5,0,7,0,21,21,8,8,0,0,37,13,5,0,8,0,24,4,4,0,3,0,11,0,0,0,0,0,3,62,54,42,821,24,998,0,0,0,0,0,0,5,0,0,0,0,8,6,0,0,4,0,15,5,7,0,0,0,6,16,0,0,0,0,18,5,3,0,24,0,40,108,19,25,63,9,224,5,6,0,171,658,838,733,374,250,8858,934,11144,22,231,141,4448
LGA12350,202,5308,120,5915,0,4,0,142,0,147,37,3,5,15,0,70,19,7,4,3,3,30,61,14,10,25,3,113,359,245,185,4319,101,5214,22,0,0,0,0,29,17,0,0,29,0,43,86,36,18,296,7,446,23,9,0,27,0,59,17,0,0,10,0,25,23,0,0,0,0,27,66,58,27,1263,29,1449,35,26,9,71,0,146,5,0,0,0,0,7,9,5,0,11,0,17,0,0,0,0,0,0,29,5,10,30,0,70,14,0,7,12,0,32,16,12,25,16,0,65,17,0,0,11,0,38,10,0,0,0,0,7,0,0,0,0,0,0,96,64,54,960,16,1184,0,0,5,0,0,6,10,0,0,4,0,15,10,0,0,14,0,20,5,0,0,0,0,5,4,0,0,0,0,4,8,9,3,29,3,54,170,46,24,111,3,343,14,6,7,128,888,1046,992,478,358,9506,1130,12464,46,264,210,4856
LGA12380,2200,13818,528,25760,8,25,15,164,11,211,26493,140,303,242,217,27385,1643,125,76,298,21,2155,275,71,44,115,3,504,7535,2089,1418,10797,412,22251,4863,89,211,32,60,5254,332,27,20,126,6,515,782,152,102,846,29,1921,1579,241,94,525,31,2466,218,37,3,28,3,301,17798,94,98,54,107,18143,1112,534,333,4225,83,6286,2939,560,266,1251,51,5064,5180,16,43,10,21,5272,19973,3975,1640,2745,319,28654,189,15,15,31,3,258,2226,290,171,661,41,3395,912,93,54,18,24,1104,461,100,72,63,18,711,686,66,39,120,7,928,631,32,28,86,13,796,820,73,24,24,19,963,929,421,259,2365,51,4031,446,43,11,43,3,554,195,25,15,12,0,247,1116,53,28,52,15,1264,2615,8,21,8,13,2664,4060,41,72,40,47,4262,98,37,21,122,8,294,58052,2041,1364,1334,617,63414,2504,172,102,364,10589,13718,157355,10516,6184,29031,12992,216080,7087,3804,2271,11407
LGA12390,666,21544,417,23707,5,16,6,698,18,740,287,17,24,178,9,513,16,3,3,10,0,37,169,61,55,217,0,506,980,885,672,16323,351,19210,220,0,46,6,4,280,44,12,9,133,3,202,158,83,57,1320,14,1631,63,16,15,84,0,185,26,7,0,4,0,41,452,11,9,15,0,490,231,219,157,5440,86,6134,114,61,23,405,9,606,55,3,0,0,0,61,36,8,7,40,0,93,4,0,0,0,0,9,29,21,5,58,0,119,65,28,18,36,0,152,72,60,30,49,5,206,49,16,13,56,3,143,40,4,0,14,0,58,19,3,0,0,0,27,259,258,171,3715,55,4467,4,0,5,3,0,12,49,9,5,6,0,76,26,9,0,30,8,67,102,4,3,0,0,112,54,0,4,0,5,67,35,17,9,113,4,180,1113,146,101,334,28,1730,48,13,12,557,4165,4795,4202,1740,1267,37885,4983,50075,223,1073,798,19749
LGA12700,146,3865,81,4325,0,0,0,26,0,27,10,0,0,13,0,26,6,0,0,4,0,8,32,15,9,21,0,79,260,222,155,3164,69,3868,8,3,0,0,0,15,3,6,0,11,0,18,46,22,10,363,9,455,0,0,0,0,0,5,3,0,0,4,0,9,0,0,0,0,0,5,50,30,28,865,27,1004,18,8,9,47,0,86,5,0,0,0,0,5,0,0,0,0,0,3,4,0,0,5,0,9,0,0,3,3,0,6,4,4,3,9,4,29,6,15,0,11,0,36,15,6,6,10,0,40,5,0,0,5,0,13,0,0,0,0,0,0,85,63,26,743,13,926,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,11,4,4,32,0,53,96,40,24,85,0,241,5,3,0,114,587,713,564,391,264,7010,746,8976,28,278,179,4065
LGA12730,100,3722,88,4107,0,0,0,37,3,40,53,0,0,23,0,73,0,0,0,6,0,6,32,10,10,43,3,102,205,159,117,2753,70,3304,11,0,0,0,3,15,7,4,0,16,0,20,33,9,21,198,7,267,12,4,0,8,4,29,0,0,0,0,0,0,43,0,0,0,0,47,43,30,31,831,15,949,63,22,11,137,5,237,15,0,0,0,0,15,0,0,0,3,0,3,3,0,0,0,0,3,5,0,0,7,0,15,27,4,9,5,5,45,16,3,8,5,0,33,11,8,0,4,0,18,0,0,0,0,0,0,0,3,0,0,0,7,60,58,39,833,18,1004,0,0,0,0,0,0,29,4,0,0,0,25,4,0,0,3,0,7,9,0,0,0,0,9,0,0,0,0,0,0,8,8,0,9,0,32,116,22,9,45,0,191,9,5,0,100,772,882,711,319,219,6646,954,8847,29,200,134,3301
LGA12750,854,12430,353,14930,0,12,0,377,7,397,78,15,13,99,5,215,166,14,10,38,0,221,346,82,54,169,8,655,2624,1187,835,10969,285,15905,99,0,27,3,0,133,89,6,6,111,8,223,532,107,81,931,25,1673,101,24,0,60,5,192,91,19,4,21,0,124,86,3,9,10,0,105,470,290,176,3986,58,4976,261,89,33,325,10,715,8,0,0,0,0,13,22,15,0,14,0,48,17,3,0,9,0,27,99,31,8,49,5,194,46,10,15,28,4,111,109,33,41,41,7,234,141,13,16,55,3,225,57,9,7,22,0,96,18,10,0,0,0,27,671,298,237,2967,66,4244,32,4,0,3,3,44,49,13,12,5,0,85,60,3,4,31,4,109,16,4,0,3,0,25,46,0,3,0,0,52,118,38,14,129,4,307,868,167,96,363,17,1517,66,17,13,328,2523,2947,6143,2157,1539,24191,3199,37229,201,1333,954,12697
LGA12850,1531,9680,412,18328,3,30,8,183,7,238,25744,242,329,273,353,26943,2915,210,113,399,41,3678,233,42,25,60,10,365,6573,1317,922,7028,416,16254,2907,52,176,34,54,3220,385,22,28,51,4,490,1191,147,89,550,25,1995,1020,149,111,381,18,1687,310,31,22,21,7,391,1929,30,26,17,22,2027,628,342,198,2307,55,3531,7488,1235,526,2500,157,11913,157,0,9,9,0,169,4109,994,333,583,81,6103,1244,99,76,160,11,1598,1780,264,176,625,34,2873,717,85,44,21,12,885,356,61,52,23,11,506,926,97,29,114,15,1190,777,64,27,51,82,1003,2367,124,56,32,44,2623,756,286,204,1418,59,2722,3309,178,140,192,99,3919,57,10,9,9,0,84,2693,96,89,107,43,3029,175,14,6,0,0,201,37877,326,519,253,603,39578,64,20,12,69,3,171,58868,1599,1268,984,638,63364,2472,94,79,232,8107,10989,155711,6966,4760,20358,11027,198816,6943,2247,1498,7431
LGA12870,206,4762,102,5368,0,0,0,22,0,22,24,0,0,13,0,45,11,5,0,0,0,13,75,20,17,29,0,135,430,274,165,3963,119,4953,46,4,5,4,0,61,5,6,0,35,0,47,69,25,15,454,8,577,6,0,6,16,0,30,18,8,0,5,0,26,23,0,3,0,0,25,85,67,31,1403,27,1623,62,17,10,129,0,224,16,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,7,0,25,11,4,8,0,0,16,35,3,10,6,0,52,29,4,0,15,0,49,6,0,0,6,0,13,0,0,0,0,0,0,118,66,33,1184,29,1430,3,0,0,0,0,3,4,0,0,3,0,9,7,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,10,13,0,30,0,51,146,26,13,76,3,266,14,5,0,182,894,1106,1079,497,324,9240,1136,12279,55,309,198,4801
LGA12900,133,4342,119,4769,0,0,0,64,0,66,22,0,0,18,0,44,8,5,0,3,0,13,17,12,13,38,0,79,162,135,102,3386,86,3869,27,5,11,4,0,36,3,0,0,38,0,46,18,19,13,288,5,341,3,7,0,17,0,28,0,0,0,6,0,9,27,0,0,4,0,35,41,36,22,1089,20,1206,29,16,0,64,0,109,0,0,0,0,0,0,0,0,0,10,0,6,9,0,0,0,0,5,8,0,0,0,0,10,0,10,0,7,0,15,16,0,5,5,0,23,12,3,0,16,0,29,0,0,0,4,0,8,0,0,0,3,0,4,45,36,26,654,7,772,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,5,0,7,0,0,0,0,0,3,6,0,0,0,0,6,3,5,4,14,0,26,75,15,19,66,0,175,4,0,0,143,742,895,475,274,202,7684,954,9589,11,134,140,3849
LGA12930,2275,15397,307,22724,8,25,12,143,0,193,39381,324,575,372,256,40905,1436,149,98,386,29,2095,278,81,56,130,4,546,5459,2368,1664,14088,377,23953,2572,55,226,28,31,2909,298,52,34,182,4,577,778,203,142,1053,37,2212,6213,967,550,3067,90,10881,264,43,14,55,4,381,3257,62,63,28,34,3444,1232,686,491,6194,97,8706,3056,711,359,1811,57,5996,664,7,27,16,3,716,3364,629,299,660,50,5000,3045,299,221,610,25,4201,534,130,70,233,13,974,862,92,42,27,23,1041,506,153,98,53,8,817,429,53,39,77,4,600,501,27,25,46,0,597,349,38,6,4,8,406,1138,574,432,3855,67,6063,512,55,36,46,4,654,248,43,31,13,0,333,869,60,46,70,17,1057,225,19,12,14,0,264,1270,25,75,24,14,1403,141,76,19,165,4,408,18763,1135,966,1192,181,22235,674,64,70,249,5697,6746,91265,7666,5579,35324,7126,146962,2271,3149,2471,14200
LGA12950,51,2007,49,2182,0,0,0,81,4,83,13,0,0,10,0,15,0,0,0,0,0,0,13,4,0,10,0,26,66,75,37,1379,58,1608,7,8,5,0,3,20,0,0,7,13,0,19,13,9,3,142,3,169,10,0,0,0,0,11,7,0,0,0,0,7,15,0,0,4,0,17,8,11,7,407,7,448,5,0,0,16,0,25,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,10,10,4,3,0,0,21,3,0,4,0,0,9,5,0,3,4,0,13,4,0,0,0,0,5,0,0,0,0,0,0,19,25,13,300,8,359,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,10,20,4,3,43,8,77,5,0,5,66,279,352,204,133,84,3415,393,4234,9,65,55,1724
LGA13010,136,3452,70,3849,0,0,4,55,0,61,21,3,0,19,0,38,0,0,0,0,0,0,49,12,4,13,0,83,280,167,137,2897,84,3559,22,0,9,0,0,34,8,0,0,17,0,32,44,29,6,391,5,465,8,5,0,3,0,14,5,6,0,0,0,8,26,3,0,0,0,35,52,36,30,886,19,1023,10,18,0,58,0,83,3,0,0,0,0,3,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,4,0,4,5,5,0,6,0,17,24,6,5,0,0,35,9,4,0,4,0,14,3,0,3,3,0,10,0,0,0,0,0,3,71,56,46,849,10,1033,0,0,0,0,0,0,6,0,4,0,0,11,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,35,0,60,124,28,17,51,4,225,7,0,4,107,952,1072,666,317,240,6505,1111,8832,30,183,126,3235
LGA13310,598,10969,247,12669,0,0,0,97,0,106,149,5,8,69,3,235,34,5,5,16,0,66,145,35,25,83,3,299,1161,714,519,9500,259,12151,152,6,28,13,0,196,50,12,5,76,0,134,192,84,51,672,14,1012,92,31,11,94,0,224,42,10,6,20,0,78,141,6,4,12,0,163,261,188,110,3247,62,3871,157,59,21,219,9,463,69,0,4,3,0,71,44,7,5,16,0,71,20,3,0,3,0,25,57,17,6,62,4,143,52,11,10,9,0,84,56,30,21,20,0,131,65,17,3,40,0,128,29,0,5,12,0,53,17,8,0,0,0,20,299,197,126,2184,35,2836,11,3,4,0,0,21,20,15,15,3,0,53,45,7,0,26,6,74,21,0,0,0,0,26,10,0,0,0,0,13,44,18,17,100,3,183,761,122,92,213,17,1202,40,8,9,275,2384,2721,3569,1396,1004,20739,2900,29608,122,888,679,11492
LGA13340,171,4203,84,4724,0,0,0,33,3,38,14,9,0,5,3,33,7,8,0,3,0,11,67,17,19,50,0,158,309,207,163,3158,66,3912,26,0,8,0,0,39,12,0,4,25,0,44,89,31,35,1014,18,1194,0,0,0,7,0,13,13,0,0,5,0,13,8,0,0,6,0,13,58,54,51,1077,15,1254,26,13,3,70,0,115,6,0,0,0,0,0,5,7,0,17,0,21,0,0,0,4,0,0,9,0,0,13,0,17,13,3,0,5,0,25,19,14,11,7,0,57,12,4,4,8,0,28,8,0,0,3,0,11,7,5,0,0,0,14,64,38,37,920,15,1076,6,0,0,0,0,4,10,0,0,0,0,9,7,4,0,11,0,18,7,0,0,0,0,7,4,0,0,0,0,10,7,0,0,29,0,46,123,24,28,97,0,283,6,8,5,131,595,744,776,423,337,8059,763,10357,31,283,214,4261
LGA13450,303,6442,154,7729,3,0,4,151,5,163,291,6,10,39,5,349,3,0,0,5,0,10,59,28,17,53,0,156,682,437,285,5480,129,7015,223,0,23,0,8,252,30,0,5,31,0,69,114,51,30,601,10,803,11,7,5,25,0,44,0,4,0,6,0,5,939,14,7,9,8,970,106,81,69,1829,30,2114,2609,678,233,2807,94,6424,23,0,0,0,0,19,26,3,3,16,0,55,7,0,0,0,0,12,20,4,4,7,0,37,70,3,0,0,4,82,77,23,14,16,9,138,13,8,8,10,0,45,10,0,6,3,0,20,234,17,13,6,21,288,136,114,91,1371,26,1730,3,0,3,5,0,8,53,7,0,3,0,68,96,14,13,35,0,157,17,0,0,0,0,17,5,0,0,0,0,5,11,6,5,48,3,74,1909,147,62,115,55,2288,118,18,11,190,2171,2505,7253,1448,772,13546,2618,25635,369,658,377,6194
