LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA22910,1603,2163,695,621,274,121,5481,53,25,5,3,0,0,86,0,0,0,0,0,0,3,54,24,5,6,0,0,88,93,34,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,93,34,0,0,0,0,130,35,9,0,0,0,0,47,0,0,0,0,0,0,7,7,4,3,0,0,0,16,42,24,5,0,3,0,70,0,0,0,0,0,0,0,1796,2242,707,628,284,124,5766,1654,2137,671,597,256,91,5414,85,23,3,0,0,0,110,8,5,0,0,0,0,11,93,20,3,0,0,0,125,38,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,10,0,0,0,0,52,25,9,0,0,0,0,32,9,3,0,0,0,0,9,100,119,37,26
LGA22980,648,845,276,273,122,49,2211,4,4,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,10,78,20,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,78,20,0,0,0,0,95,9,3,0,0,0,0,19,0,0,0,0,0,0,0,4,6,0,0,0,0,10,17,12,0,0,0,0,31,0,0,0,0,0,0,0,739,871,280,279,122,49,2338,651,836,244,210,107,42,2095,40,42,6,8,4,0,106,3,0,0,0,0,0,3,50,40,8,8,4,0,107,68,10,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,68,10,0,0,0,0,73,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
LGA23110,4817,7646,4267,4502,1725,815,23773,798,667,224,156,39,16,1887,370,769,361,348,109,29,1992,1167,1436,588,504,141,39,3881,1577,870,262,121,28,14,2879,115,70,27,7,7,0,222,101,31,16,7,6,0,165,..,..,..,..,..,..,..,12,3,3,0,0,0,16,1804,972,302,146,40,14,3280,77,25,3,0,0,0,107,3,0,0,0,0,0,0,29,31,15,10,6,0,93,112,55,23,10,6,0,201,4,3,0,0,0,0,9,7902,10115,5180,5160,1916,874,31143,4359,6702,3939,4148,1591,722,21468,1680,1514,652,518,148,53,4567,714,1397,836,733,208,76,3970,2395,2916,1486,1251,355,131,8541,943,517,193,83,20,7,1755,116,61,11,6,5,0,198,170,91,25,9,3,0,306,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1229,664,231,100,32,7,2265,30,6,0,0,0,0,43,5,0,3,0,0,0,7,24,29,12,11
LGA23190,1628,2540,963,943,451,157,6680,244,100,12,15,4,0,368,9,8,4,0,0,0,26,249,104,16,15,0,0,391,363,122,18,3,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,5,370,122,18,3,0,0,521,17,10,0,0,0,0,29,0,0,0,0,0,0,5,0,0,0,4,0,0,6,20,12,5,3,0,0,41,4,0,0,0,0,0,4,2269,2781,1000,963,463,163,7635,1807,2524,944,956,440,150,6825,301,110,12,4,0,0,432,7,4,0,0,0,0,14,311,114,10,4,0,4,448,280,89,17,5,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,280,89,17,5,0,0,402,7,3,0,0,0,0,8,0,0,0,0,0,0,3,5,4,0,0
LGA23270,6398,12152,8723,9979,4956,3217,45425,668,750,507,522,301,158,2901,267,355,290,270,173,142,1498,936,1104,793,793,476,299,4405,913,610,244,142,58,29,1985,19,17,13,11,3,7,62,27,21,7,13,0,0,73,..,..,..,..,..,..,..,9,5,3,0,0,0,16,966,650,268,168,61,29,2141,168,26,4,4,0,0,201,0,0,0,0,0,0,0,20,8,4,6,0,4,45,187,37,7,11,0,4,250,4,7,0,5,4,0,30,8493,13957,9786,10954,5501,3557,52244,7192,13322,9803,11273,5912,4271,51767,1334,1070,611,472,248,128,3859,375,567,419,328,127,87,1901,1711,1636,1029,796,373,209,5761,769,545,302,238,101,49,1999,0,0,0,0,0,0,5,45,19,15,3,3,9,104,..,..,..,..,..,..,..,0,0,0,0,0,0,3,818,572,325,242,106,54,2112,154,27,4,0,0,0,193,0,0,0,0,0,0,0,30,32,15,17
LGA23350,1148,2060,743,782,350,146,5240,79,39,13,3,0,0,136,0,3,0,0,0,0,6,79,42,13,6,0,0,139,116,36,8,5,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,113,36,8,5,0,0,157,27,6,6,0,0,0,35,7,0,0,0,0,0,7,14,12,6,5,0,0,37,47,20,9,3,0,0,77,0,0,0,0,0,0,0,1385,2159,769,794,354,146,5612,1243,2197,775,779,330,141,5473,60,25,4,8,0,0,97,0,0,0,0,0,0,0,60,25,4,8,0,0,97,142,67,12,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,142,67,12,0,0,0,223,19,7,0,0,0,0,36,0,0,0,0,0,0,0,9,6,3,0
LGA23430,6346,10965,6612,7918,3008,1024,35879,2586,2171,746,506,117,30,6152,691,1109,529,400,121,40,2896,3276,3288,1276,909,238,72,9052,3710,2488,788,363,92,34,7477,106,94,23,8,0,0,229,172,104,34,23,6,0,336,..,..,..,..,..,..,..,19,9,3,4,3,0,32,4012,2693,846,395,100,34,8078,223,43,12,0,0,0,285,4,0,0,0,0,0,6,51,39,21,12,8,5,133,280,81,38,11,8,3,420,4,5,5,0,0,0,13,13916,17030,8777,9230,3350,1140,53445,5542,9945,6316,7717,3010,1004,33540,3928,3061,1211,794,189,48,9242,1019,1894,1032,891,243,75,5151,4944,4961,2244,1685,431,126,14396,2870,1964,695,348,87,18,5979,346,348,104,33,0,0,827,337,318,77,14,5,0,754,..,..,..,..,..,..,..,6,6,0,0,0,0,16,3557,2638,874,391,94,19,7566,164,31,5,6,0,0,205,0,0,0,0,0,0,0,41,48,19,13
LGA23670,6908,13811,8814,10084,4186,1592,45396,1790,1222,285,162,42,13,3522,215,332,192,124,27,3,895,2013,1552,476,288,73,19,4410,812,571,203,87,22,8,1700,33,42,9,3,0,0,90,103,77,19,12,5,0,214,..,..,..,..,..,..,..,28,6,3,0,0,0,46,978,695,234,105,31,7,2053,115,30,6,0,0,0,148,0,0,0,0,0,0,0,5,6,6,10,4,3,31,121,36,12,10,4,3,187,5,5,0,0,0,0,8,10024,16099,9540,10498,4284,1608,52056,7291,13761,8947,10058,3815,1578,45450,2151,1536,472,308,90,51,4610,502,664,375,269,69,26,1902,2657,2199,844,577,159,74,6510,528,296,60,30,3,4,916,138,92,27,0,0,0,254,73,53,19,3,0,0,145,..,..,..,..,..,..,..,0,0,0,0,0,0,4,742,437,99,28,9,4,1321,98,31,0,0,0,0,130,0,0,0,0,0,0,0,26,46,19,29
LGA23810,5679,8862,3880,3540,1504,694,24163,468,263,83,76,26,7,919,17,12,11,7,4,0,57,486,282,88,80,34,4,977,1759,586,111,40,8,3,2513,9,6,0,0,0,0,13,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,10,1780,592,111,45,8,3,2538,149,72,0,0,3,0,232,10,9,7,0,0,0,24,3,7,0,0,0,0,16,163,88,12,3,7,0,269,0,0,5,5,0,0,5,8105,9827,4095,3672,1553,707,27947,6423,9087,3841,3482,1397,603,24829,1121,376,69,24,11,0,1603,51,26,7,9,4,8,104,1179,407,72,36,12,4,1708,1043,305,69,23,9,0,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1046,305,69,23,9,0,1455,65,23,0,0,0,0,89,8,0,0,0,0,0,8,7,8,0,0
LGA23940,880,1167,318,285,167,75,2887,6,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,10,40,9,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,6,41,9,0,0,0,0,52,30,8,0,0,0,0,39,9,5,0,0,0,0,15,12,12,0,3,0,0,40,59,28,3,3,0,0,92,0,0,0,0,0,0,0,980,1208,326,289,166,79,3038,908,1115,299,245,138,80,2791,8,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,14,41,14,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,41,14,0,0,0,0,48,28,7,0,0,0,0,41,7,9,0,0,0,0,6,6,7,3,0
LGA24130,2490,4765,2209,2661,1243,464,13836,84,48,9,3,0,0,144,8,14,7,3,0,0,34,93,62,17,4,4,0,183,274,99,21,8,4,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,4,0,0,0,0,3,281,100,21,8,4,0,416,18,9,0,0,0,0,33,3,5,4,0,0,0,11,9,15,8,5,0,0,34,36,24,14,8,0,0,81,0,0,0,0,0,0,0,2893,4955,2261,2682,1250,468,14519,2612,5145,2333,2930,1258,458,14735,387,182,62,31,6,0,675,5,4,3,0,0,0,13,391,192,66,31,6,0,687,102,32,14,3,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,0,99,27,14,8,0,0,155,19,7,0,0,0,0,32,0,4,0,0,0,0,5,21,10,3,6
LGA24210,4441,10354,5981,7016,3043,1052,31886,945,792,282,151,41,14,2229,435,768,446,409,112,44,2207,1377,1560,733,553,149,60,4438,641,532,261,149,46,22,1647,119,89,29,9,0,0,240,154,116,45,22,4,0,340,..,..,..,..,..,..,..,11,14,0,0,4,0,29,930,749,328,178,53,25,2264,10,0,0,0,0,0,16,0,0,0,0,0,0,0,13,8,0,3,0,0,26,23,14,0,3,0,0,41,0,0,0,0,0,0,0,6770,12670,7045,7755,3249,1131,38625,4714,9795,5640,6715,2931,1077,30871,1016,871,401,275,80,21,2659,583,1157,861,757,248,85,3692,1604,2023,1256,1029,326,105,6345,433,346,176,102,21,8,1085,199,173,73,23,6,0,478,412,487,142,46,12,0,1100,..,..,..,..,..,..,..,0,0,0,0,0,0,5,1039,1007,392,173,42,10,2668,10,6,0,0,0,0,20,0,0,0,0,0,0,0,5,11,5,6
LGA24250,740,1139,321,308,148,63,2720,111,51,7,11,0,0,179,0,3,0,0,0,0,5,112,56,7,8,0,0,186,34,10,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,10,0,3,0,0,45,12,3,0,0,0,0,19,0,4,0,0,0,0,3,6,0,0,0,0,0,16,18,9,3,0,0,0,34,0,3,0,0,0,0,4,903,1214,332,327,151,67,2986,938,1222,339,361,152,60,3078,35,9,0,0,4,0,53,0,0,0,0,0,0,0,35,9,0,0,4,0,53,12,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,12,4,0,0,0,0,19,12,0,4,5,0,0,23,0,0,0,0,0,0,4,3,5,3,4
LGA24330,3534,5127,3169,2920,1094,646,16490,583,481,258,134,60,38,1555,431,886,499,364,103,54,2331,1017,1360,758,496,169,92,3890,1740,1291,529,275,92,48,3977,463,345,126,50,17,5,1004,405,346,117,29,13,5,919,..,..,..,..,..,..,..,11,5,3,0,0,0,23,2617,1993,774,358,123,56,5927,3,9,0,0,0,0,11,0,0,0,0,0,0,0,23,25,21,16,0,8,97,30,30,21,16,0,8,107,17,12,9,0,0,0,32,7214,8523,4722,3791,1386,807,26445,2959,4770,3031,3121,1092,610,15578,1053,755,346,249,88,51,2541,858,1687,1058,873,259,139,4882,1916,2444,1406,1123,343,186,7422,1359,1078,469,215,60,25,3201,663,593,190,87,21,9,1562,1081,945,238,84,24,7,2379,..,..,..,..,..,..,..,14,12,3,6,0,3,34,3123,2628,899,392,101,43,7185,10,3,0,0,0,0,14,0,0,0,0,0,0,0,47,54,32,17
LGA24410,5317,9536,5269,6019,2611,942,29686,3111,2065,615,277,74,30,6181,175,248,120,82,24,7,660,3285,2316,739,363,97,38,6839,732,448,178,87,28,3,1478,88,98,27,3,0,0,224,35,18,18,0,0,0,72,..,..,..,..,..,..,..,13,7,3,6,3,0,30,868,575,225,99,35,0,1801,5,0,0,0,0,0,4,0,0,0,0,0,0,0,13,13,6,3,0,0,39,21,13,6,3,0,0,51,0,4,0,0,0,0,6,9490,12442,6242,6484,2734,985,38385,7735,11350,6067,6681,2680,1011,35523,1198,699,297,172,55,20,2447,260,344,176,111,29,6,924,1452,1046,473,280,86,31,3372,169,146,52,48,14,5,425,160,148,42,11,0,0,367,87,53,5,3,0,0,153,..,..,..,..,..,..,..,0,0,0,0,0,0,0,410,349,100,57,13,6,941,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,10,3,3
LGA24600,418,723,393,306,142,43,2023,678,852,382,227,52,10,2205,972,1664,897,660,194,70,4461,1650,2517,1279,888,251,86,6665,964,1103,317,122,24,3,2530,2097,2011,570,175,31,21,4908,10002,9817,2641,876,219,139,23699,..,..,..,..,..,..,..,11,6,0,0,0,0,16,13080,12938,3531,1172,273,171,31159,8,4,0,0,0,0,7,0,0,0,0,0,0,0,27,31,11,11,3,4,83,31,31,11,11,5,4,89,8,13,0,8,0,0,36,15189,16226,5220,2377,663,296,39977,355,559,312,273,115,38,1656,694,904,431,252,77,17,2375,956,1725,1028,769,283,107,4870,1652,2627,1463,1024,363,122,7250,633,680,229,113,27,15,1691,1997,1950,582,201,46,24,4798,15751,17074,5359,2007,534,323,41045,..,..,..,..,..,..,..,8,9,4,0,0,0,17,18392,19713,6172,2315,608,356,47555,3,0,0,0,0,0,8,48,0,0,0,0,0,49,37,28,14,12
LGA24650,4444,8692,6291,7304,3273,1571,31580,610,598,222,212,70,30,1742,125,228,142,120,31,21,664,737,824,359,329,103,48,2407,408,245,95,57,22,7,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,3,0,0,0,0,13,409,251,95,57,22,10,845,90,22,4,0,0,0,116,5,0,0,0,0,0,3,3,0,8,5,0,0,18,93,24,10,3,0,0,133,0,3,0,3,0,0,8,5693,9806,6754,7697,3402,1630,34978,5041,9581,7060,8721,3851,2245,36500,1168,907,452,457,155,76,3218,259,429,333,240,106,64,1422,1426,1341,786,697,263,138,4644,86,49,34,16,11,3,205,12,25,8,0,0,0,50,29,36,19,5,0,0,94,..,..,..,..,..,..,..,3,5,0,0,0,0,4,136,114,62,19,10,8,347,86,17,4,0,0,0,107,0,5,0,0,0,0,4,4,0,4,0
LGA24780,3732,5876,2536,2451,1239,582,16414,570,256,62,28,16,0,933,26,26,11,4,0,0,68,601,286,72,31,16,0,1002,928,366,110,36,14,3,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,8,4,0,0,0,0,12,941,368,110,36,14,3,1479,195,78,10,4,3,0,287,9,0,0,0,0,0,11,16,21,6,0,5,0,43,218,97,23,8,4,0,346,4,3,0,0,0,0,13,5489,6630,2737,2532,1278,584,19252,3754,6010,2600,2428,1247,592,16629,934,511,121,56,11,3,1646,21,26,7,0,0,3,64,964,543,133,57,16,5,1706,781,250,56,30,12,4,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,786,250,56,30,12,4,1142,119,63,5,8,3,0,200,3,0,0,0,0,0,5,7,7,0,0
LGA24850,1978,3621,1771,1978,970,437,10760,176,142,47,23,18,12,411,12,21,4,8,0,0,48,186,159,50,35,20,15,463,268,121,42,16,7,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,7,0,0,0,0,0,7,275,121,42,17,9,0,467,70,14,0,0,0,0,86,11,3,0,4,0,0,20,10,3,5,3,0,0,17,83,26,7,6,0,0,123,0,0,0,0,0,0,0,2523,3924,1873,2038,997,455,11813,2447,4256,2161,2280,1103,517,12761,224,130,36,14,0,0,410,18,14,9,4,0,0,48,244,145,45,17,6,0,456,243,84,23,3,4,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,243,84,23,11,4,0,369,47,20,3,0,0,0,70,3,0,0,0,0,0,3,4,3,0,0
LGA24900,2219,3809,1269,1170,681,356,9500,177,91,22,7,4,0,292,6,9,3,0,0,0,20,186,93,19,9,4,0,312,498,192,29,17,7,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,498,192,29,17,7,0,737,103,50,4,0,0,0,160,0,0,0,0,3,0,6,13,10,0,0,6,0,23,119,55,10,4,3,0,185,0,6,0,0,0,0,13,3022,4156,1323,1195,688,359,10749,2508,3917,1308,1174,638,320,9856,198,81,15,5,6,0,309,7,8,4,0,0,0,27,207,90,21,5,5,0,329,340,116,26,5,0,5,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,338,116,26,5,0,5,494,48,25,0,6,0,0,75,0,5,0,0,0,0,7,10,3,0,3
LGA24970,7828,14749,8813,9956,3632,1466,46453,1559,1401,740,502,124,51,4381,387,771,592,523,171,58,2500,1951,2175,1330,1028,288,106,6886,1675,1687,888,581,193,64,5092,131,192,49,17,0,0,388,140,133,39,18,0,0,332,..,..,..,..,..,..,..,44,37,15,16,3,6,106,1987,2044,990,629,201,67,5919,4,0,0,0,0,0,3,0,0,0,0,0,0,0,15,33,14,13,3,3,90,23,33,14,13,3,3,92,12,3,7,3,0,0,32,11803,19018,11159,11631,4129,1648,59376,7226,13453,8636,9995,3685,1603,44601,1692,1592,1014,784,211,82,5378,615,1180,1061,935,314,128,4223,2302,2772,2077,1720,521,207,9599,1700,1782,1071,776,202,55,5588,408,420,118,44,8,0,999,565,473,106,30,6,3,1174,..,..,..,..,..,..,..,3,0,0,0,0,0,4,2670,2678,1290,853,220,64,7770,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,12,9,4
LGA25060,5026,8486,4871,5592,2360,693,27027,1063,1100,401,230,62,22,2871,403,710,418,316,86,24,1958,1469,1807,816,546,146,41,4835,2176,1559,478,220,50,16,4499,1304,814,216,107,30,12,2485,599,539,217,114,54,54,1572,..,..,..,..,..,..,..,9,9,0,0,0,0,20,4079,2921,914,444,135,83,8580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,13,8,4,3,106,36,43,13,8,4,3,106,3,4,4,0,3,0,15,10615,13263,6624,6593,2643,826,40562,4491,7572,4468,5588,2222,659,24992,1499,1475,649,418,96,39,4176,1133,1652,972,799,231,60,4855,2635,3126,1625,1214,334,104,9033,1646,1177,373,195,48,18,3468,1528,994,274,110,43,21,2970,1069,1064,317,142,62,71,2718,..,..,..,..,..,..,..,6,8,0,0,0,0,11,4245,3242,973,450,145,107,9161,0,0,0,0,0,0,3,0,0,0,0,0,0,0,50,68,34,21
LGA25150,1815,3253,1545,1708,780,348,9452,35,28,4,6,0,0,76,11,17,0,0,3,0,26,44,42,9,7,3,0,100,280,113,21,3,3,0,419,25,0,0,0,0,0,25,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,7,302,114,24,5,3,5,449,42,15,3,0,0,0,60,7,0,0,0,0,0,4,0,6,0,0,0,0,3,47,19,8,0,0,0,75,0,0,0,0,0,0,0,2208,3433,1578,1719,783,353,10081,2039,3426,1632,1819,864,364,10152,320,209,56,52,17,3,662,28,29,9,3,0,0,77,348,240,63,62,17,3,739,102,23,4,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,102,25,4,0,0,0,134,31,8,0,0,0,0,38,0,0,0,0,0,0,3,7,12,4,3
