LGA_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
LGA46300,0,0,19,3,0,5,7,15,21,13,5,0,0,0,5,76,0,0,0,6,5,6,0,0,0,0,0,0,24,3,5,3,11,14,9,5,0,0,0,0,0,54,5,3,10,26,37,45,25,7,3,0,0,7,170,47,37,38,93,160,366,313,178,56,48,32,65,1415
LGA46450,0,0,33,3,10,10,31,29,28,4,3,3,0,0,9,123,3,0,0,4,4,6,0,0,0,0,0,3,33,8,13,13,24,25,21,3,4,0,0,3,9,120,12,26,22,65,63,63,17,5,3,0,3,19,300,69,82,118,240,289,421,225,160,34,21,11,80,1759
LGA46510,0,0,23,7,0,0,6,10,13,12,21,10,11,4,6,101,5,0,0,0,4,5,5,9,4,3,3,3,37,0,0,3,4,0,10,17,5,0,0,0,3,62,6,6,7,15,15,29,36,44,20,10,11,10,219,119,45,32,67,99,258,323,469,344,305,226,112,2393
LGA46670,0,5,19,0,3,5,3,11,7,3,0,0,4,0,4,50,0,0,0,9,7,3,7,0,0,0,0,0,24,7,5,6,6,8,6,6,0,3,0,0,4,48,7,8,11,23,33,29,13,7,3,4,0,12,135,36,27,36,94,154,259,152,93,32,23,25,62,984
LGA46860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,0,16,10,3,0,12,12,34,26,10,3,3,8,3,133
LGA46970,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,11,6,0,0,0,0,21,0,3,5,11,22,44,48,52,12,10,3,14,220
LGA47140,4,8,248,37,21,19,66,123,384,230,112,16,19,10,60,1090,20,9,9,32,46,148,102,58,18,16,4,33,485,51,50,54,101,107,308,170,101,18,15,3,61,1040,113,83,92,203,307,927,562,290,60,51,24,157,2870,676,385,382,795,1340,4909,4228,2627,662,538,259,846,17646
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,16,14,19,12,15,18,18,11,12,3,0,3,7,141
LGA47490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,0,8,5,10,8,13,18,49,31,11,0,4,3,12,168
LGA47630,0,0,8,0,4,3,7,9,5,0,0,0,0,0,6,40,0,4,0,3,5,0,0,0,0,0,0,0,11,4,3,4,0,0,4,0,0,0,0,0,3,18,9,12,8,24,16,7,3,0,0,0,0,9,74,57,41,53,89,88,141,54,49,5,13,16,36,646
LGA47700,4,8,149,16,8,15,25,50,145,186,116,24,17,4,31,626,12,7,12,24,35,95,91,43,10,5,9,10,344,33,34,26,47,49,148,127,72,17,10,10,38,622,69,47,50,101,144,410,451,268,45,36,26,90,1741,573,314,281,523,727,2551,3716,3078,963,602,316,594,14236
LGA47800,0,0,7,4,0,0,5,0,5,0,0,0,0,0,0,17,0,0,0,4,3,4,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,14,4,6,4,9,7,16,5,0,0,0,0,3,52,38,23,31,41,44,101,32,27,12,5,13,28,391
LGA47910,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,3,6,0,0,0,0,0,17,21,4,9,12,19,49,39,25,4,0,0,11,203
LGA47980,13,0,47,3,3,0,8,8,20,20,34,10,12,17,6,147,7,6,5,4,4,10,15,19,13,10,12,9,106,12,0,3,0,7,8,11,13,8,4,8,8,89,27,6,3,14,22,49,61,73,37,34,47,22,392,237,56,49,83,121,314,396,606,478,566,628,204,3726
LGA48050,0,0,12,0,0,5,3,7,28,19,4,7,0,0,0,74,0,0,0,0,5,12,3,4,0,0,0,0,28,5,5,0,8,4,13,6,3,0,0,5,3,57,7,8,10,14,21,54,35,8,6,3,5,4,173,105,63,39,87,110,320,263,194,66,46,28,67,1388
LGA48130,0,0,3,0,4,0,19,4,10,0,6,0,0,0,3,48,0,6,4,0,3,3,0,0,0,0,0,0,13,4,4,0,7,4,4,0,0,0,0,0,0,26,7,8,4,21,15,19,0,6,0,0,0,3,99,32,42,35,97,112,156,80,48,10,9,13,45,670
LGA48260,0,0,9,0,0,0,0,0,8,0,0,0,4,0,0,28,3,0,0,0,0,0,0,0,4,3,6,5,26,0,0,0,0,3,0,4,0,0,0,4,0,17,4,4,0,4,0,10,12,3,6,10,15,6,71,59,12,3,16,20,67,74,99,71,93,185,49,752
LGA48340,0,0,20,5,0,0,15,10,12,8,3,0,3,0,5,62,0,0,0,4,6,13,0,0,0,0,0,0,28,6,4,5,12,11,9,6,3,0,0,0,4,52,7,12,10,30,27,27,13,7,0,3,3,12,160,58,71,73,144,191,273,168,88,33,20,18,68,1208
LGA48410,0,4,57,12,8,5,10,14,53,57,43,19,12,6,12,244,6,3,0,7,15,18,31,27,12,4,4,9,148,21,8,12,13,19,36,32,25,16,5,0,11,195,40,19,17,32,50,111,134,116,48,25,6,41,645,262,105,102,161,254,697,1006,1549,740,556,296,290,6017
LGA48540,0,5,27,3,5,8,24,28,38,10,10,0,0,0,8,138,0,3,3,3,7,11,4,3,0,0,0,8,48,4,6,5,11,19,22,7,0,3,0,0,0,90,7,19,20,43,66,87,19,19,3,4,0,14,306,83,92,93,211,285,569,337,251,71,53,19,107,2179
LGA48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,4,11,3,10,6,3,0,0,4,3,65
LGA48750,0,0,6,0,0,3,0,3,7,6,4,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,3,7,3,0,0,0,0,0,23,6,0,6,3,11,18,13,11,0,0,0,7,62,33,19,24,34,39,156,132,94,38,26,9,24,637
LGA48830,0,0,5,0,0,0,4,10,10,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,12,5,3,4,0,0,0,0,0,35,9,4,0,16,15,16,4,0,0,0,0,0,63,53,38,33,91,126,194,105,61,16,20,10,35,789
LGA49399,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,9,17,6,0,5,3,9,0,3,0,0,0,4,53
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,0,3,48,12,4,4,7,8,63,53,27,9,11,5,5,202,3,0,0,8,5,10,20,3,4,3,0,4,59,11,5,4,4,11,37,20,11,5,3,3,19,124,27,16,10,22,26,115,94,46,20,17,6,34,434,165,99,57,119,201,750,894,877,294,208,113,201,3988
LGA50210,9,12,143,12,11,17,21,47,136,190,184,56,32,14,43,750,3,7,9,18,18,58,64,49,14,8,4,20,264,36,5,12,45,45,136,130,82,26,14,21,31,584,59,20,36,77,118,361,406,345,110,61,43,98,1744,423,161,153,334,554,1992,3159,4236,1754,1038,593,744,15153
LGA50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,7,0,5,3,4,0,37
LGA50280,0,0,20,7,3,4,7,7,25,33,22,8,3,4,9,116,0,0,0,0,8,6,4,3,0,0,0,0,31,4,3,0,3,5,9,6,10,4,0,3,4,43,12,7,0,8,19,47,52,33,11,6,4,11,210,68,32,30,57,69,279,378,420,194,148,80,97,1852
LGA50350,0,0,15,8,0,0,8,8,13,17,20,10,0,6,3,77,0,0,0,3,6,12,5,9,4,0,0,0,41,7,4,6,5,5,10,14,19,6,0,0,0,86,13,3,4,11,12,44,37,52,16,5,8,8,213,83,33,23,40,70,240,343,551,238,176,101,88,1979
LGA50420,0,0,74,13,3,9,9,14,50,67,70,30,26,12,14,323,9,10,0,7,11,23,26,37,9,13,8,5,155,15,8,6,15,18,57,36,50,19,32,11,21,290,41,20,18,30,53,144,150,173,62,70,32,48,838,357,100,95,182,242,853,1284,2043,1037,897,455,421,7961
LGA50490,0,0,36,4,0,5,5,3,29,27,43,19,6,6,4,160,0,5,0,3,0,8,15,15,5,3,3,4,66,20,6,4,12,10,26,19,36,8,7,0,12,148,28,12,5,21,13,70,72,99,38,18,12,25,411,152,57,34,81,130,481,763,1009,431,344,185,196,3864
LGA50560,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,7,10,4,3,13,13,29,15,23,3,0,3,11,145
LGA50630,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,5,11,0,0,0,0,0,8,4,0,0,0,0,4,15,6,6,4,3,11,37,24,42,13,12,7,12,171
LGA50770,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,3,6,0,0,3,0,0,0,18,15,0,3,11,15,29,20,17,8,5,8,9,138
LGA50840,0,0,3,0,0,0,0,3,4,7,0,0,0,0,0,20,0,3,0,0,0,3,3,0,0,0,0,0,7,8,0,0,0,0,5,0,3,0,0,0,0,25,9,3,0,7,5,8,7,8,0,0,0,0,54,35,18,7,27,24,124,96,119,35,36,23,30,578
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,8,14,9,0,0,0,4,4,57
LGA50980,0,0,16,0,0,0,0,0,11,7,23,8,5,4,3,71,0,0,0,0,0,0,0,9,0,0,0,4,12,0,0,0,0,0,0,4,4,0,4,0,3,22,4,0,0,0,5,15,15,34,17,11,11,12,122,30,4,3,18,34,94,144,275,179,202,102,64,1140
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,5,7,4,6,7,9,0,4,3,5,63
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,7,5,5,3,16,3,4,0,0,0,0,0,47
LGA51190,0,3,49,5,3,3,11,12,80,48,34,7,4,3,8,222,4,0,0,4,3,16,9,5,0,0,0,3,44,4,7,9,18,15,51,30,22,6,3,0,3,167,16,14,16,38,37,155,97,65,18,12,9,21,485,122,62,58,119,189,672,724,612,220,162,105,148,3202
LGA51260,0,7,60,10,0,0,14,14,36,70,56,17,10,5,13,254,4,0,0,4,6,12,18,14,4,0,5,4,71,5,3,8,11,14,32,23,22,6,3,3,5,141,15,8,12,26,31,93,129,108,37,19,10,30,517,170,87,65,129,175,577,919,1236,484,368,232,219,4659
LGA51310,5,0,21,4,0,0,0,4,6,11,19,6,16,24,4,95,0,3,0,5,0,0,6,9,3,4,10,3,53,9,0,0,0,9,3,10,7,5,5,10,0,57,7,6,0,5,5,17,28,43,18,30,44,10,217,183,34,26,44,59,186,163,357,297,576,1138,173,3235
LGA51330,3,15,98,13,0,4,11,11,61,76,83,30,22,10,13,348,16,7,0,9,3,35,42,49,21,13,11,9,210,23,8,6,14,21,41,58,67,24,17,11,18,319,58,19,16,35,42,150,188,224,85,62,42,58,977,507,140,143,221,303,1175,1681,2412,1193,980,760,570,10079
LGA51400,0,0,38,0,0,3,7,14,34,43,31,13,3,4,7,153,0,0,0,0,5,13,10,11,3,0,3,0,54,4,0,5,5,14,15,16,22,0,0,3,4,93,10,5,7,9,25,75,78,70,14,14,11,14,327,88,28,25,58,99,408,609,680,242,173,118,122,2667
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,7,3,4,0,0,0,0,25
LGA51540,0,0,4,0,0,0,3,3,3,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,4,0,4,0,0,16,0,0,3,6,6,8,6,3,5,5,0,0,44,15,7,10,20,26,58,43,39,21,20,23,22,307
LGA51610,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,7,3,3,0,0,0,0,0,18,3,3,0,9,8,24,25,50,22,25,14,13,201
LGA51680,0,0,6,0,0,0,0,0,11,4,7,10,6,0,0,40,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,7,4,9,0,4,0,4,27,0,0,3,0,3,15,14,20,14,11,3,8,87,31,5,10,10,23,94,137,271,174,142,51,68,1033
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,5,4,0,16,7,8,3,0,0,0,53
LGA51750,5,4,15,4,0,0,0,0,0,0,5,4,6,12,3,35,3,0,0,0,0,3,0,4,0,0,5,0,24,0,0,0,0,0,0,3,8,0,0,8,3,25,5,0,0,0,10,3,8,16,8,14,27,11,100,38,13,13,13,21,36,56,108,70,156,349,60,919
LGA51820,7,6,161,24,7,15,12,37,140,155,195,69,57,28,39,776,13,4,7,13,19,54,78,58,31,16,3,24,314,46,18,25,21,42,90,89,111,45,29,19,40,567,88,23,48,50,109,303,359,406,163,107,61,104,1817,570,162,224,342,475,1673,3016,4861,2267,1667,958,838,17064
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA51890,0,0,18,4,0,3,5,8,11,11,4,0,0,0,9,56,0,0,0,0,4,3,0,0,0,0,0,0,15,5,4,9,9,3,11,5,4,3,0,0,0,54,8,9,11,10,21,31,19,10,4,0,0,7,134,28,33,30,58,98,204,173,154,40,39,30,68,958
LGA51960,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,4,11,0,0,0,0,0,4,0,0,0,0,0,0,10,0,5,0,0,9,10,9,0,0,0,0,4,39,11,19,24,39,49,85,35,9,3,6,4,14,290
LGA52030,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,11,4,0,5,0,12,9,11,7,0,4,6,72
LGA52100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,4,4,8,4,10,14,13,3,0,0,0,66
LGA52170,9,0,10,0,0,0,0,0,0,3,7,0,3,6,3,22,0,0,0,0,0,0,0,3,3,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,7,5,3,7,24,9,59,36,4,4,13,7,26,20,57,32,69,327,41,654
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,6,0,15,11,6,7,0,0,0,50
LGA52310,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,8,3,4,0,11,7,17,14,4,0,0,0,8,76
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,8,10,26,16,16,0,3,0,4,102
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,12,17,22,11,8,7,4,3,4,94
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,0,0,9,0,6,0,0,0,0,23,28,4,5,8,10,32,56,51,22,14,8,10,260
LGA52660,0,0,25,0,4,0,3,7,27,29,19,3,3,0,11,110,0,0,0,0,4,3,6,6,0,0,0,4,34,5,0,0,4,6,14,12,9,0,0,0,0,59,10,4,5,8,22,60,54,33,6,9,3,16,230,55,31,30,43,82,348,510,493,182,109,63,99,2047
LGA52730,0,0,8,5,0,0,0,0,13,5,4,0,0,0,0,33,0,0,0,0,6,0,0,3,0,0,0,0,10,0,0,0,3,0,0,5,0,0,0,0,0,6,5,0,0,0,6,23,9,8,3,3,0,0,59,25,13,12,21,29,98,107,101,45,43,22,14,534
LGA52800,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,7,6,6,3,4,18,15,20,4,3,10,0,97
LGA52870,0,0,5,0,0,0,3,0,3,7,4,0,3,0,0,24,0,0,3,0,0,3,0,6,0,0,0,0,11,0,0,0,5,0,8,3,4,0,0,0,0,26,0,0,4,8,10,14,16,16,5,3,4,0,75,23,15,15,26,46,140,127,158,75,61,27,27,739
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,8,12,5,6,3,4,4,0,0,4,50
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,4,4,0,4,0,0,0,3,0,30
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,9,3,7,0,7,0,0,0,0,0,0,0,0,22
LGA53150,4,0,10,0,0,0,0,3,0,0,7,9,3,7,4,27,0,0,0,0,4,3,0,0,5,0,6,3,20,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,7,12,3,11,8,10,9,8,71,31,13,7,9,12,46,57,117,93,145,256,53,846
LGA53220,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,5,6,6,10,9,3,9,4,5,0,7,57
LGA53290,0,0,15,0,0,0,0,5,16,11,6,3,0,0,0,51,0,4,0,0,0,4,4,0,0,0,0,0,17,5,0,0,0,4,16,5,7,0,0,0,3,44,5,0,0,3,9,37,17,18,12,0,3,5,117,67,18,24,50,73,230,234,271,116,67,44,71,1268
LGA53360,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,13,0,0,0,0,0,4,0,0,3,4,0,0,18,11,12,9,6,4,31,41,82,39,28,21,18,294
LGA53430,0,7,35,4,0,3,0,13,11,22,35,21,16,8,8,154,3,0,3,0,3,4,6,13,12,14,0,6,78,12,11,6,7,6,15,17,18,15,14,4,8,122,23,14,8,14,25,31,53,80,46,46,18,31,385,151,49,40,54,84,256,353,768,499,535,380,189,3361
LGA53570,0,0,3,0,0,0,0,0,3,10,0,3,0,4,0,17,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,4,0,16,3,3,0,0,0,9,15,3,4,0,5,4,48,37,11,14,16,23,90,108,124,62,40,37,36,602
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,17,6,8,4,7,13,9,5,0,0,3,0,76
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,8,12,14,11,0,0,0,9,72
LGA53780,0,10,174,22,3,12,15,27,147,201,168,52,42,21,32,738,14,10,5,13,17,67,70,74,28,5,10,28,347,42,21,22,35,52,142,137,111,37,21,17,60,691,90,35,41,69,103,393,446,401,124,78,43,136,1955,599,228,211,409,642,2559,3580,4243,1650,1064,673,950,16811
LGA53800,0,0,42,3,3,6,22,15,69,51,45,4,11,8,19,251,6,0,6,3,4,23,17,14,3,0,0,4,75,10,4,4,8,10,43,31,26,8,0,4,15,169,19,10,16,31,35,139,118,93,19,14,9,31,534,143,73,54,166,234,772,848,897,295,262,151,225,4127
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10
LGA53990,0,7,42,6,4,5,4,6,30,55,37,12,5,7,8,182,5,0,4,6,4,13,11,4,9,0,0,5,55,5,3,8,4,9,25,20,18,8,4,4,10,121,17,9,13,15,28,79,94,73,31,13,11,27,404,130,58,56,100,143,577,936,996,374,225,151,189,3931
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,4,0,0,0,0,3,5,6,0,0,0,5,28,17,3,6,13,12,54,56,69,16,16,11,26,297
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,6,5,16,11,6,0,3,5,3,80
LGA54170,12,9,203,32,8,8,21,49,81,152,213,112,46,38,38,806,25,11,3,14,28,63,78,100,56,28,28,28,469,52,16,13,31,33,122,113,127,58,31,32,62,702,119,42,26,76,108,289,390,494,251,130,104,144,2179,1043,330,263,451,642,2017,3002,5861,3493,2973,2015,1282,23380
LGA54200,0,6,95,5,0,8,13,14,58,78,97,38,20,14,27,367,5,5,0,5,13,28,39,39,9,11,5,4,163,27,12,10,15,17,79,53,63,23,16,3,22,350,38,17,18,33,44,186,180,230,75,53,27,61,973,278,102,104,166,260,942,1491,2324,991,745,470,441,8307
