LGA_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
LGA45540,18,5,11,12,0,0,3,51,48,99,18,7,26,0,0,0,0,0,4,9,25,35,0,0,0,29,34,61,9,0,9,0,0,0,0,3,3,4,27,31,4,0,4,15,27,49,265,270,534,48,28,76,106,115,222,30,98,127,271,202,473,723,711,1432
LGA45680,332,135,403,539,38,36,71,1030,1199,2226,491,348,840,21,9,34,63,106,169,133,473,611,16,16,26,727,956,1683,321,177,497,14,6,20,31,58,89,232,718,942,10,14,23,607,965,1574,14514,14482,28991,1489,1838,3330,3254,4298,7556,919,2850,3767,17384,15488,32868,37564,38945,76510
LGA45890,627,119,626,751,128,100,230,1669,1979,3652,653,485,1137,26,27,54,124,162,283,191,744,938,73,51,123,1065,1469,2537,542,300,840,21,14,28,73,134,207,377,1445,1821,43,46,89,1054,1934,2988,23872,23386,47262,1623,1930,3555,4389,6164,10554,1171,4620,5790,23450,19479,42931,54512,55581,110095
LGA46090,45,32,106,138,14,4,21,248,246,497,83,54,136,5,3,7,21,12,29,21,79,104,19,0,22,152,150,299,52,27,75,0,0,0,4,9,20,27,125,152,7,6,12,95,161,250,2168,1992,4160,242,247,489,464,491,952,167,509,676,2823,2185,5009,5870,5418,11285
LGA46300,64,32,92,123,6,5,11,288,294,579,121,77,196,4,4,8,13,11,19,21,114,135,4,8,16,168,210,381,99,51,151,3,4,5,8,19,28,54,181,239,0,6,8,173,256,432,2533,2522,5052,176,251,428,468,670,1143,186,569,760,2364,2067,4428,5721,6086,11810
LGA46450,92,42,149,194,16,12,28,376,432,814,172,119,291,5,4,6,24,18,44,41,158,198,12,4,17,257,301,561,84,37,125,3,0,3,19,16,33,98,236,340,9,11,17,219,308,521,2921,2970,5893,280,324,597,625,748,1380,288,849,1141,2844,2381,5220,6961,7275,14237
LGA46510,75,11,95,106,21,18,40,227,291,514,100,65,166,0,10,8,15,26,40,14,115,134,10,11,18,143,224,369,103,39,147,5,6,7,6,26,40,43,216,257,17,13,29,172,302,474,4343,4343,8689,211,229,445,605,843,1443,132,636,767,3798,3268,7061,9094,9317,18413
LGA46670,35,28,69,96,4,7,12,189,203,392,96,62,156,0,4,3,5,12,15,15,91,106,4,0,8,126,165,294,67,39,99,4,0,4,4,8,12,34,124,153,0,4,4,107,169,275,1980,1931,3916,134,138,278,354,369,728,128,443,569,1536,1170,2706,4135,4063,8193
LGA46860,6,3,10,12,0,0,3,37,40,79,20,12,28,0,0,0,6,7,5,5,17,24,0,3,3,21,39,60,14,8,15,0,0,0,0,0,0,0,8,11,0,0,0,16,16,30,348,357,701,28,25,46,70,61,124,17,65,80,199,173,372,659,672,1330
LGA46970,3,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,692,583,1270,74,55,128,130,94,223,5,15,27,769,543,1312,1669,1280,2952
LGA47140,524,219,749,967,56,47,109,1939,2315,4252,864,559,1422,34,20,53,102,168,275,243,855,1095,19,24,47,1263,1636,2894,589,305,898,21,6,26,70,98,163,357,1121,1476,21,17,42,1059,1548,2607,26236,26077,52312,1920,2308,4226,4577,6306,10885,1404,4872,6277,24189,19554,43743,58325,59113,117440
LGA47290,17,0,11,13,4,0,3,47,34,86,20,20,35,0,0,0,3,0,3,0,15,19,4,0,4,27,29,61,15,8,15,0,0,0,0,0,3,12,22,37,0,0,5,29,39,69,424,423,849,27,21,44,82,56,140,30,85,110,303,197,502,868,782,1650
LGA47490,12,0,7,8,3,3,10,45,42,82,16,6,25,0,0,0,0,0,3,10,7,9,4,0,3,30,19,50,10,7,15,0,0,0,3,0,3,7,28,27,5,3,6,21,32,59,470,467,937,26,19,49,87,58,146,23,61,89,312,220,524,920,828,1749
LGA47630,21,17,45,61,6,0,9,119,136,252,74,43,112,0,0,4,3,5,10,11,43,55,0,0,3,93,89,184,38,21,57,0,0,4,3,9,6,16,75,93,8,3,12,63,106,172,1492,1411,2902,81,84,165,229,217,442,73,230,308,1103,732,1833,2973,2676,5648
LGA47700,389,183,621,808,30,42,70,1896,2206,4108,935,619,1560,22,22,46,71,143,214,206,676,879,22,16,42,1259,1477,2735,564,299,863,12,6,21,40,75,113,359,1092,1450,17,20,37,994,1492,2482,21474,21502,42981,1086,1380,2468,2878,4461,7340,1109,3648,4753,14236,11928,26167,40781,42933,83710
LGA47800,25,15,32,47,8,0,8,156,140,295,72,42,114,3,0,3,7,9,16,14,38,51,4,0,4,104,88,191,34,17,47,6,0,5,3,4,8,10,61,76,3,4,4,56,88,142,1105,1058,2160,90,82,168,254,233,492,84,228,311,852,605,1454,2374,2203,4582
LGA47910,16,9,27,34,0,7,10,78,99,175,31,22,53,0,0,0,6,5,8,18,25,45,6,0,6,60,56,110,26,8,36,0,0,0,0,5,4,13,53,68,0,0,0,47,73,117,668,662,1325,29,35,62,101,108,208,53,161,213,286,229,514,1143,1195,2337
LGA47980,231,42,188,224,56,69,121,678,811,1493,313,270,585,10,12,22,45,90,135,49,271,326,19,30,41,440,670,1105,296,139,435,6,0,7,25,68,96,178,785,964,24,43,67,525,1043,1572,7612,7708,15319,318,408,727,1078,1802,2880,360,1603,1971,5823,5930,11754,15192,17453,32648
LGA48050,164,42,178,224,23,25,48,728,769,1500,321,219,538,8,3,14,25,42,70,54,158,218,9,9,22,422,444,863,220,134,359,6,0,0,16,17,36,124,365,489,5,20,26,370,538,909,3752,3753,7505,211,277,489,656,1041,1699,293,1007,1301,1638,1513,3149,6550,7594,14148
LGA48130,41,7,55,64,8,3,9,136,147,286,48,39,87,3,0,3,9,7,12,21,45,59,4,0,3,83,83,165,40,25,60,0,0,0,3,6,4,21,86,107,4,8,7,69,120,184,1274,1277,2558,121,105,231,296,272,568,74,294,368,992,782,1771,2766,2731,5500
LGA48260,45,10,49,57,6,11,15,170,192,365,93,60,152,0,0,4,14,21,34,16,62,80,6,0,7,133,150,283,76,41,112,0,4,4,9,13,18,38,154,194,0,7,11,120,215,339,1726,1760,3490,70,90,161,225,319,539,101,366,465,1071,1099,2171,3197,3637,6828
LGA48340,74,26,80,109,11,18,27,268,265,538,104,71,175,0,0,0,14,17,30,28,100,130,5,0,5,152,190,340,65,33,100,3,0,8,11,7,14,27,154,185,0,3,8,105,196,305,2421,2425,4847,173,174,350,518,513,1034,166,501,668,1737,1326,3065,5023,4939,9964
LGA48410,288,57,343,399,65,58,125,818,1121,1938,456,370,830,20,6,28,67,88,156,91,502,592,36,55,89,673,1017,1690,515,259,776,13,8,19,40,85,122,276,1045,1317,27,53,84,868,1448,2317,11257,11264,22520,635,730,1367,1917,2579,4501,571,2549,3120,11286,9949,21233,25672,27066,52740
LGA48540,84,43,174,222,16,15,28,339,479,819,179,125,302,6,6,10,12,29,40,57,186,243,13,4,13,269,346,613,93,47,144,4,0,4,13,16,32,69,192,262,13,4,12,191,260,451,3455,3474,6929,343,370,706,784,897,1682,296,868,1161,3850,3117,6963,8721,8727,17446
LGA48640,4,3,8,8,0,0,0,12,21,33,11,9,15,0,0,0,0,0,0,3,9,6,0,0,0,15,17,29,8,3,11,0,0,0,0,0,0,6,27,27,0,0,0,14,29,48,243,242,491,17,12,30,31,30,57,17,46,70,133,116,254,442,454,894
LGA48750,42,13,35,52,8,9,11,190,173,363,83,48,129,7,0,7,13,8,21,7,31,40,5,0,6,117,92,209,43,25,65,0,0,0,8,4,17,15,65,83,0,6,5,74,101,174,1323,1329,2648,107,89,200,312,346,660,76,211,286,670,574,1247,2492,2546,5038
LGA48830,87,44,110,157,13,4,25,450,391,839,168,115,287,4,7,6,23,7,28,39,93,135,5,0,7,245,224,472,92,53,151,6,3,10,11,11,19,65,175,239,5,0,10,184,241,427,2709,2689,5397,200,137,336,612,429,1048,240,611,850,1409,996,2412,5165,4870,10037
LGA49399,10,0,7,13,3,0,3,38,27,62,9,3,6,0,0,0,6,0,6,3,4,9,0,0,0,18,11,29,13,8,12,0,0,0,3,0,3,0,8,10,0,0,0,16,9,25,491,395,889,70,34,110,181,94,273,29,49,79,750,478,1231,1526,1053,2580
LGA49499,17,0,6,5,0,0,0,31,15,44,4,5,8,0,0,0,0,3,5,0,9,5,0,0,0,7,17,18,3,5,9,0,0,0,0,0,0,3,3,11,0,0,0,7,10,11,328,311,637,153,110,261,260,152,406,30,39,75,892,702,1594,1668,1306,2975
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,0,12
LGA50080,228,63,232,297,36,22,59,798,885,1690,394,267,663,7,3,11,43,60,104,84,316,401,16,11,19,539,662,1207,308,156,468,3,11,16,29,47,84,141,442,584,11,8,20,498,661,1164,7711,7641,15353,510,606,1121,1386,1916,3303,456,1551,2003,5497,4687,10186,15562,16411,31970
LGA50210,266,90,303,391,35,26,57,967,1011,1975,412,282,694,19,7,25,66,85,152,89,301,393,37,9,45,617,686,1310,243,114,358,3,9,8,37,39,76,126,410,532,12,11,20,426,581,1006,17443,17652,35088,1132,1436,2571,2538,3620,6151,611,2131,2740,13562,11983,25544,35273,36821,72096
LGA50250,7,3,4,5,4,0,3,26,9,37,3,0,6,0,0,0,0,0,0,0,5,5,0,0,0,8,6,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,1455,1073,2526,155,75,229,288,167,456,27,36,62,1471,926,2397,3400,2270,5670
LGA50280,72,17,52,64,8,3,9,234,221,454,107,74,177,3,0,3,5,9,19,22,55,77,3,8,14,145,143,291,69,36,105,0,0,3,6,10,15,35,118,153,4,4,11,120,163,286,3244,3250,6498,215,239,453,555,753,1303,137,391,522,2470,2120,4589,6621,6747,13368
LGA50350,96,10,76,89,11,12,22,203,277,481,94,68,162,4,4,8,20,36,54,29,94,118,11,5,15,154,204,360,55,28,86,0,0,0,8,23,29,38,187,230,10,7,16,120,241,360,2738,2750,5486,202,289,494,563,835,1399,142,558,697,2674,2382,5055,6322,6810,13129
LGA50420,347,96,328,425,87,50,134,1067,1127,2190,509,332,840,18,14,27,85,122,207,99,395,491,46,26,78,752,889,1641,344,179,524,9,5,11,37,87,125,176,736,907,30,29,59,594,1032,1634,12724,12694,25419,839,1026,1866,2333,3250,5581,599,2259,2857,12164,10374,22539,28653,29606,58257
LGA50490,197,48,160,211,38,36,70,491,522,1011,210,150,360,9,9,19,40,63,107,59,236,299,20,18,44,340,481,815,163,88,252,9,6,16,36,41,74,102,422,521,21,20,43,328,574,902,7119,6960,14077,628,635,1264,1641,1942,3581,346,1324,1663,8269,6680,14952,17997,17537,35533
LGA50560,18,8,14,20,0,0,3,67,44,107,18,15,36,0,0,0,0,0,4,8,7,15,0,0,3,27,29,58,19,7,28,0,0,0,4,0,4,4,19,23,0,0,0,31,27,58,375,384,768,28,31,59,91,93,184,42,60,101,225,158,380,762,727,1491
LGA50630,9,0,4,9,0,0,3,23,25,50,14,10,19,0,0,0,4,6,0,3,3,6,0,0,0,22,17,29,9,5,8,0,0,0,0,0,0,0,8,8,0,0,0,11,7,20,335,319,657,27,26,56,81,70,149,24,33,61,219,194,409,677,652,1333
LGA50770,16,3,11,19,4,0,4,47,47,96,20,10,33,5,0,5,3,4,8,4,12,14,0,0,0,38,28,60,11,3,10,0,0,0,0,0,0,6,13,21,0,0,0,17,20,35,407,397,801,22,24,54,67,74,140,21,57,77,209,189,393,730,744,1469
LGA50840,32,10,32,43,8,10,13,124,140,266,61,23,83,0,3,5,9,9,14,16,35,53,7,0,4,91,70,161,26,10,34,0,0,0,0,4,8,15,41,49,4,4,7,43,57,104,1171,1148,2317,71,89,160,213,261,479,63,192,255,614,544,1159,2132,2237,4367
LGA50910,0,6,11,16,0,0,0,22,31,49,17,13,20,0,0,0,0,3,3,3,11,9,0,0,5,21,21,39,9,5,12,0,0,0,0,0,0,11,15,26,0,0,4,19,22,41,195,207,402,17,13,33,32,27,64,25,45,66,121,88,206,392,383,770
LGA50980,37,14,27,39,11,4,21,101,98,200,22,16,40,6,0,6,8,3,14,4,18,22,9,5,13,48,46,96,18,0,21,5,4,3,3,8,6,10,22,25,6,0,13,37,33,75,2245,2209,4458,194,233,432,451,542,993,94,232,326,3214,3550,6759,6206,6766,12969
LGA51080,4,0,4,6,0,0,0,15,17,28,6,4,10,0,0,0,0,0,0,3,8,9,0,0,5,14,16,28,0,4,6,0,0,0,0,0,0,0,3,4,0,0,0,4,9,13,208,204,409,26,12,43,33,35,63,11,29,38,143,119,264,419,403,816
LGA51120,6,7,8,7,0,0,0,10,24,42,13,16,29,0,0,0,0,0,0,0,5,8,0,0,0,20,21,37,4,0,7,0,0,0,0,5,5,3,12,11,0,0,0,8,12,26,238,226,460,10,11,22,29,35,66,11,35,48,122,84,205,413,388,798
LGA51190,188,54,205,262,19,15,33,616,673,1293,269,168,439,10,3,16,36,54,90,58,239,301,10,15,20,374,482,864,197,112,310,8,10,20,20,35,58,101,454,560,13,9,27,344,622,968,5807,5631,11441,584,634,1219,1361,1868,3227,355,1388,1744,5265,4635,9905,13376,14159,27536
LGA51260,216,67,205,267,21,32,48,875,923,1799,432,252,681,13,10,15,54,62,111,75,257,337,11,12,20,580,588,1164,238,136,377,4,4,10,34,38,74,129,454,574,3,17,14,404,645,1045,8627,8706,17333,492,590,1083,1352,1938,3290,418,1386,1808,4979,4536,9509,15871,17146,33019
LGA51310,94,28,98,126,25,27,54,425,458,879,245,181,423,4,6,10,27,23,51,26,163,189,23,32,49,322,406,730,214,131,343,7,4,16,18,29,46,92,382,477,13,70,86,345,621,969,6302,6393,12691,179,274,450,581,869,1455,210,880,1089,3876,3647,7520,11155,12062,23216
LGA51330,313,71,380,451,52,49,101,1219,1334,2549,579,393,972,10,10,25,67,111,175,84,433,516,30,33,65,769,978,1749,399,195,592,9,3,13,29,54,86,182,682,867,15,22,36,631,959,1591,20167,20314,40478,783,1048,1834,2073,3157,5231,596,2508,3101,15404,12409,27814,39025,39434,78459
LGA51400,58,18,63,82,6,12,18,247,234,485,76,41,117,0,5,5,10,15,25,13,59,68,4,4,3,104,117,219,38,17,56,0,0,0,0,7,8,13,53,62,0,5,8,56,82,136,3730,3757,7483,196,287,483,527,675,1205,112,333,450,2270,2257,4526,6833,7313,14148
LGA51470,6,0,4,3,0,0,0,14,13,27,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,7,5,0,9,0,0,0,0,0,0,0,6,6,0,0,0,3,4,11,124,116,241,20,8,25,32,25,56,0,11,15,76,60,134,253,218,473
LGA51540,17,9,25,31,12,4,19,83,69,149,19,9,30,5,0,5,14,3,19,4,23,28,4,0,3,46,39,91,17,9,21,0,0,0,0,3,3,11,26,35,3,0,7,29,40,70,848,819,1671,102,81,183,208,184,386,49,152,196,1018,827,1843,2216,2060,4280
LGA51610,6,4,3,5,0,0,0,30,10,38,9,3,10,0,0,0,0,0,0,0,4,4,0,0,0,10,9,15,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,8,3,9,359,361,717,31,14,49,50,43,91,16,28,40,186,155,337,634,595,1226
LGA51680,24,9,18,28,6,0,6,109,93,199,43,24,66,0,6,9,8,4,11,0,17,20,6,0,6,59,51,105,22,8,36,0,0,0,5,4,14,8,22,30,0,0,0,33,40,77,1358,1364,2721,72,82,153,192,209,399,51,109,159,771,614,1381,2441,2376,4820
LGA51710,0,0,0,0,0,0,0,12,8,20,7,3,12,0,0,6,0,0,0,5,0,0,0,0,0,10,6,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,387,311,693,45,14,59,63,45,112,9,25,31,351,163,511,856,546,1406
LGA51750,76,14,86,104,17,19,37,263,330,592,149,103,251,7,4,7,13,36,50,27,82,112,11,12,22,200,239,441,106,68,173,6,0,6,6,42,52,59,218,281,8,18,22,189,344,529,2207,2247,4459,106,142,251,265,572,835,129,491,621,1730,1622,3347,4439,5074,9513
LGA51820,397,101,431,534,42,27,66,1324,1426,2748,650,413,1064,9,8,23,68,148,208,162,481,644,33,14,52,922,1068,1993,405,206,613,6,8,7,49,80,130,217,804,1020,20,21,40,697,1115,1811,22629,22798,45432,1318,1613,2932,3265,4771,8035,837,2898,3729,18334,16662,34997,46388,48736,95118
LGA51860,0,0,0,0,0,0,0,13,10,22,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,11,176,171,347,0,4,8,12,11,20,9,4,17,32,43,77,229,236,467
LGA51890,47,18,59,81,11,3,15,187,178,371,64,45,107,9,0,9,13,11,23,14,48,63,0,0,0,95,106,197,34,13,49,0,0,0,4,3,13,25,81,107,4,0,8,77,101,183,1587,1595,3178,137,162,303,404,410,811,122,318,440,1372,1131,2507,3630,3611,7239
LGA51960,11,8,7,16,6,0,6,43,25,65,3,0,3,0,0,0,3,3,6,0,6,5,6,0,6,14,11,22,0,0,0,0,0,0,3,0,3,4,5,12,0,0,0,8,7,14,575,507,1080,59,65,129,182,110,295,35,64,100,674,521,1190,1525,1262,2789
LGA52030,4,3,6,10,0,0,0,38,39,79,13,3,16,0,0,0,0,0,0,7,5,8,0,0,0,16,7,28,8,0,5,0,0,0,0,0,0,9,12,17,0,0,0,13,13,23,258,253,507,17,11,30,72,35,108,23,29,55,134,92,218,502,419,922
LGA52100,4,0,5,5,0,0,0,13,25,36,14,9,22,0,0,0,0,5,6,4,3,4,0,0,0,19,15,34,13,14,26,0,0,0,0,0,0,0,11,15,0,0,0,19,25,42,244,240,479,12,13,26,35,36,74,7,40,49,131,85,214,428,409,833
LGA52170,39,19,38,53,12,10,11,194,177,379,73,51,120,5,3,3,3,11,23,8,30,42,7,6,13,95,107,198,53,28,82,3,3,7,9,16,26,26,70,96,3,7,8,91,125,219,1664,1704,3372,62,75,143,247,304,554,84,216,299,1221,1135,2358,3282,3437,6722
LGA52240,8,0,8,8,0,0,0,26,30,50,16,11,23,0,0,0,0,0,3,0,0,0,0,0,0,21,11,31,4,4,6,0,0,0,0,0,5,3,3,9,0,0,0,4,5,15,238,235,481,9,12,19,57,33,90,6,25,30,149,113,259,464,421,882
LGA52310,9,7,0,7,0,0,0,33,15,44,3,8,13,0,0,0,0,0,0,3,3,6,0,0,0,7,12,21,6,4,7,0,0,0,0,0,0,7,0,7,0,0,0,10,8,12,214,207,422,12,16,34,36,22,59,17,22,42,117,82,205,399,358,756
LGA52380,0,0,0,3,0,0,0,8,5,13,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,24,71,3,3,6,33,14,39,0,6,5,57,18,80,143,70,209
LGA52450,10,3,6,7,4,0,4,23,12,40,5,8,15,0,0,0,0,0,7,0,0,4,0,0,0,12,9,20,4,0,6,0,0,0,0,0,0,7,13,25,0,0,0,14,13,27,258,255,520,16,13,31,37,30,72,23,36,58,212,149,359,547,489,1039
LGA52520,3,4,6,13,0,0,0,14,24,37,5,8,18,0,0,0,0,6,6,0,3,3,0,0,0,8,14,23,7,6,19,0,0,0,0,0,0,0,15,15,0,0,0,7,27,36,331,305,632,15,7,25,38,27,62,15,44,60,187,112,298,580,500,1081
LGA52590,23,6,22,27,0,4,10,82,79,159,43,15,60,3,0,3,8,0,6,4,29,34,0,0,0,58,40,103,19,12,26,0,0,0,0,0,3,6,31,36,0,0,0,25,41,65,765,728,1491,68,42,113,169,119,286,46,119,165,471,365,836,1516,1373,2885
LGA52660,48,19,86,109,4,3,10,237,278,518,105,92,199,4,5,7,9,13,25,24,112,136,11,3,12,154,229,386,94,43,133,0,0,0,6,8,15,48,141,190,7,0,9,154,195,347,2980,2994,5971,185,206,386,456,579,1038,147,513,663,1960,1676,3637,5732,5961,11691
LGA52730,54,16,26,41,8,9,10,178,181,359,63,38,97,5,0,5,16,10,27,10,35,49,5,3,7,100,81,185,33,20,57,0,0,0,6,10,12,23,58,79,0,0,0,67,86,155,1285,1327,2616,97,82,180,309,344,658,73,198,274,762,748,1506,2529,2695,5225
LGA52800,10,4,16,15,3,5,8,31,39,75,8,7,12,0,0,0,4,8,8,4,8,23,5,4,3,24,23,45,0,0,0,0,0,0,0,0,0,6,20,23,0,3,4,10,20,29,913,814,1725,105,142,250,160,115,275,60,124,181,1498,1530,3030,2743,2723,5466
LGA52870,37,9,40,41,12,4,12,151,146,295,56,31,86,0,0,0,8,14,12,8,45,54,0,7,8,73,95,167,32,17,45,0,0,4,3,9,10,15,56,71,0,0,4,47,72,127,1324,1357,2682,81,107,185,258,281,535,62,218,277,795,648,1440,2521,2609,5132
LGA52940,4,0,3,3,0,0,0,17,11,30,4,4,7,0,0,4,0,0,0,0,11,11,0,0,0,3,8,18,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,10,10,154,140,291,16,10,22,30,23,57,8,30,37,89,60,152,296,265,557
LGA53010,0,3,0,3,0,0,0,14,3,18,10,8,15,0,0,0,3,0,3,0,3,3,0,0,0,16,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,156,316,11,11,21,22,19,38,11,11,19,88,63,151,293,252,540
LGA53080,7,3,3,11,0,0,0,20,15,35,4,4,4,0,0,0,3,0,3,0,0,0,0,0,0,7,10,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,93,88,185,21,14,38,45,36,84,13,24,34,146,108,259,319,278,600
LGA53150,53,12,39,47,10,9,16,114,144,257,64,46,119,0,0,4,19,18,32,10,34,45,10,8,15,104,111,212,56,33,86,0,4,4,6,18,20,35,101,134,9,5,16,103,149,254,1538,1564,3096,75,107,177,227,387,611,85,246,333,1123,1100,2220,3046,3394,6439
LGA53220,8,0,0,0,4,0,4,12,20,33,5,0,5,0,0,0,0,0,0,0,3,4,5,0,4,7,7,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,13,2054,940,2995,233,104,339,481,218,697,37,64,99,2631,1422,4051,5440,2746,8186
LGA53290,71,24,98,124,17,4,18,270,284,560,100,67,169,7,3,6,22,10,36,43,95,138,9,0,11,179,182,355,59,33,95,7,0,7,9,9,22,31,120,157,4,3,11,112,171,284,2645,2665,5308,191,188,383,474,505,980,158,518,671,2141,1682,3817,5611,5553,11164
LGA53360,4,3,10,14,0,0,0,36,39,73,7,0,16,0,0,0,9,0,11,0,4,7,4,0,4,23,10,33,4,3,4,0,0,0,0,0,0,0,11,10,0,0,0,8,9,16,521,512,1033,36,18,60,134,109,240,23,40,63,600,534,1126,1310,1217,2523
LGA53430,214,39,143,183,43,40,85,548,591,1134,239,155,391,11,4,20,45,67,113,45,190,234,15,10,32,358,439,797,183,83,267,5,6,12,26,38,63,94,373,461,22,15,36,335,518,849,5214,5176,10386,399,445,842,1414,1811,3222,287,1053,1336,5860,5698,11560,13174,14176,27353
LGA53570,30,10,34,49,5,3,10,164,136,303,60,32,95,3,0,3,15,5,23,21,22,40,3,0,3,99,59,159,30,11,38,0,0,0,3,3,10,10,26,38,0,0,0,42,45,88,1249,1208,2460,113,54,175,284,195,482,70,156,229,791,646,1435,2519,2264,4781
LGA53640,0,4,0,9,0,0,0,14,10,23,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,5,7,8,259,248,514,26,11,37,46,23,73,16,27,38,164,129,285,515,439,952
LGA53710,6,0,7,6,4,3,3,18,18,34,13,5,17,0,0,0,4,0,4,4,4,11,0,0,0,16,13,31,6,0,5,0,0,0,0,0,0,4,10,12,0,0,0,12,12,24,221,201,421,18,6,24,36,48,88,15,33,48,120,94,215,407,386,792
LGA53780,372,118,564,683,48,31,80,1441,1633,3076,664,418,1079,21,11,31,75,130,208,165,563,724,29,26,53,948,1141,2087,406,228,633,19,10,23,47,76,123,238,825,1062,14,19,37,717,1156,1869,25025,24779,49805,1484,1749,3235,3261,4496,7759,926,3450,4374,19361,15576,34939,50056,50054,100107
LGA53800,168,76,208,281,30,23,52,614,653,1265,275,204,483,14,4,10,30,43,75,77,208,285,20,6,21,411,469,882,197,95,293,4,4,6,27,15,45,110,361,474,13,7,22,355,481,839,7000,7006,14011,584,663,1247,1282,1623,2908,478,1360,1839,6164,5463,11633,15514,16116,31634
LGA53920,0,4,9,9,0,7,6,25,21,41,7,4,10,0,0,0,0,0,0,0,7,6,0,0,3,10,6,21,0,6,3,0,0,0,0,0,0,0,4,4,3,0,0,5,9,11,379,362,740,45,57,101,69,59,127,19,65,86,804,830,1634,1310,1372,2685
LGA53990,84,36,124,157,7,10,13,423,464,881,209,131,344,0,6,4,20,20,41,41,136,179,9,4,13,281,301,578,110,40,155,3,0,3,6,11,21,50,162,209,8,11,15,177,224,400,5968,6015,11978,344,398,741,857,1091,1948,221,751,967,3736,3233,6966,11113,11485,22603
LGA54060,27,9,30,42,4,0,4,105,123,222,49,32,81,6,0,6,17,0,16,6,24,30,3,6,3,82,62,143,24,8,30,0,0,0,3,4,7,12,29,42,0,0,0,41,45,78,814,803,1617,57,69,121,166,177,346,53,155,208,469,359,832,1559,1564,3126
LGA54130,3,0,0,5,0,0,0,17,9,27,0,3,5,0,0,0,0,0,4,0,4,5,0,0,0,8,8,20,4,0,4,0,0,0,0,0,3,3,5,10,0,0,0,6,3,12,255,245,500,19,4,27,44,40,80,7,21,32,159,118,282,485,422,911
LGA54170,564,179,630,818,45,49,93,2438,2513,4949,997,672,1665,27,21,45,84,187,281,156,693,851,23,39,65,1293,1615,2901,629,379,1007,24,13,35,58,117,176,322,1197,1519,14,27,42,1043,1746,2782,35424,35679,71103,1542,1959,3504,3950,6138,10091,1191,4170,5361,21712,18390,40101,63822,66334,130156
LGA54200,227,102,314,414,27,18,44,1023,1070,2099,489,370,853,17,12,29,47,97,148,94,351,440,12,11,26,657,832,1493,351,169,526,10,10,17,23,60,81,149,500,655,7,8,16,539,750,1292,11942,12082,24026,711,851,1568,1753,2427,4185,552,1840,2388,8258,6976,15239,23227,24174,47399
