SA3_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
60202,20,24,9,4,58,36,25,7,4,65,141,121,54,26,338,167,143,61,27,394,154,159,54,40,409,117,124,50,21,305,124,138,61,13,342,66,97,36,4,209,114,87,52,19,277,8,0,0,4,15,972,934,382,165,2459
60203,46,26,21,10,92,63,47,36,11,153,243,179,83,31,536,231,231,87,33,581,241,231,85,28,586,162,159,63,22,414,166,181,72,23,444,94,138,56,19,302,171,142,55,42,409,13,10,4,0,28,1479,1363,569,228,3644
60301,14,4,4,5,29,18,14,6,3,46,83,75,35,22,217,88,93,30,15,219,80,78,31,7,198,64,67,23,8,163,63,65,21,9,158,31,41,25,5,95,57,60,21,21,159,5,3,0,0,12,509,507,203,98,1314
60302,32,11,3,0,55,41,24,17,4,83,154,112,55,27,353,114,172,53,16,353,140,122,45,21,326,90,115,45,22,273,111,96,44,23,268,55,68,38,9,169,78,84,38,19,225,8,4,8,0,18,848,819,352,142,2161
60303,6,8,3,0,13,14,11,3,0,33,43,26,10,8,91,34,30,9,3,72,24,29,6,4,61,27,21,3,0,56,18,7,4,5,31,7,14,0,0,28,43,26,10,4,89,0,3,0,0,4,246,174,46,28,498
60401,41,25,15,5,86,56,41,19,4,125,288,214,89,45,625,246,295,109,46,694,307,329,111,50,798,226,268,86,20,600,274,285,128,32,714,151,210,76,26,461,199,238,92,45,578,13,6,10,4,28,1833,1924,743,287,4792
60402,40,22,13,4,81,71,44,22,11,145,287,189,90,33,598,312,272,93,38,716,330,304,110,41,776,232,253,90,19,599,236,317,84,25,659,143,192,77,34,450,176,184,89,24,472,21,14,3,0,32,1873,1802,680,247,4601
60403,24,12,5,3,42,30,14,10,3,57,80,79,30,19,208,95,103,43,16,264,97,107,45,20,260,58,89,38,18,207,62,75,53,8,195,63,57,19,12,140,64,88,46,22,212,0,9,0,0,12,589,633,296,124,1646
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,17,3,3,0,20,16,11,0,5,30,93,40,8,3,142,125,69,15,8,214,164,100,30,11,301,96,93,24,5,216,212,144,31,10,405,300,311,64,25,697,103,114,44,20,279,3,4,0,0,9,1139,894,226,89,2343
70102,28,16,15,9,68,43,25,23,6,97,231,136,52,38,461,264,196,71,34,563,343,307,118,41,813,309,305,96,41,750,478,528,191,59,1256,546,668,215,95,1524,263,293,130,70,753,18,16,12,0,46,2572,2521,929,392,6407
70103,10,4,0,0,19,10,10,0,0,19,43,33,17,7,101,50,45,15,6,124,90,89,34,8,222,86,103,37,12,244,172,231,90,25,521,214,262,121,37,635,151,161,51,34,393,15,5,0,0,20,854,953,371,138,2325
70104,9,3,6,0,18,18,5,10,7,44,117,111,32,15,274,149,155,69,25,395,276,249,113,30,670,230,254,102,34,609,342,467,154,55,1022,298,388,155,51,899,196,249,97,58,595,7,5,4,0,22,1660,1900,747,284,4591
70201,54,61,25,13,147,55,47,31,15,146,119,92,56,47,315,89,86,51,32,258,164,145,59,27,401,185,145,51,17,390,243,235,85,34,599,209,233,94,43,573,133,150,66,61,410,24,24,13,14,78,1375,1301,582,326,3584
70202,11,6,4,5,29,15,18,10,7,52,29,22,6,13,76,13,13,11,9,39,8,7,8,3,28,9,15,0,0,29,15,11,9,3,34,14,9,7,3,31,9,19,13,16,56,6,6,0,0,17,160,151,101,62,473
70203,65,47,31,18,156,25,31,21,15,97,69,60,49,40,210,35,23,22,25,110,16,22,17,11,72,16,14,6,8,49,21,18,12,3,52,17,23,8,10,51,44,47,38,58,185,18,19,11,13,59,519,453,298,256,1527
70204,51,30,19,6,106,37,29,17,11,93,54,51,33,23,162,19,36,21,22,97,27,25,15,24,86,31,43,11,5,95,45,67,35,15,164,38,61,30,14,148,29,57,31,38,156,5,3,10,3,22,471,473,256,181,1380
70205,35,39,21,17,109,40,33,29,17,109,50,61,46,37,203,49,43,24,24,142,55,48,24,25,152,55,56,27,15,147,70,96,35,24,227,44,52,22,10,134,59,77,41,23,202,9,0,5,3,12,602,586,331,229,1741
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,48,29,11,8,92,65,34,16,9,121,301,176,69,42,590,419,318,108,41,881,606,540,140,47,1336,561,630,160,51,1400,1055,1320,398,86,2864,1306,2142,648,161,4255,215,247,112,47,620,15,19,8,6,38,4656,5482,1681,503,12322
80103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,7,7,4,0,0,8,4,3,0,0,10,6,5,0,0,12,7,15,4,0,28,6,0,0,0,8,0,0,0,0,0,34,39,9,4,92
80104,29,31,12,6,81,71,62,23,18,172,304,235,83,26,647,382,356,120,43,902,603,637,177,50,1468,569,610,192,36,1409,1046,1378,417,106,2951,1306,2362,650,135,4456,240,271,133,44,684,20,20,9,0,47,4629,5991,1842,485,12944
80105,18,4,3,0,26,15,13,0,0,35,92,58,11,6,165,121,73,21,6,216,150,120,26,9,313,171,149,35,3,351,376,394,90,13,873,878,1202,382,51,2515,96,120,39,12,279,6,4,0,0,11,1944,2153,618,113,4836
80106,3,6,0,0,11,11,8,0,0,17,39,26,3,3,77,49,30,12,0,98,86,54,11,0,159,81,59,10,5,156,198,165,45,12,422,686,905,288,50,1929,67,91,25,8,186,10,8,0,0,19,1241,1354,412,84,3095
80107,24,15,14,4,60,39,25,10,4,72,223,134,67,34,454,298,279,123,56,750,503,451,191,59,1195,549,568,191,55,1360,1048,1337,384,108,2879,1297,1883,563,153,3900,216,296,127,51,701,15,21,9,6,55,4245,5045,1690,527,11512
80108,3,0,0,0,6,0,4,4,0,13,44,36,14,3,98,69,48,20,5,139,109,77,37,8,233,108,91,48,8,260,248,311,90,16,659,402,788,267,49,1509,55,89,36,8,191,4,0,0,0,3,1057,1460,520,94,3133
80109,16,3,5,0,21,20,4,8,0,29,94,46,12,7,155,131,57,27,12,220,201,121,41,15,372,146,140,31,13,326,307,368,108,27,803,738,1224,376,76,2415,90,138,41,16,287,10,8,4,3,14,1751,2117,642,168,4677
80110,5,3,3,0,7,10,3,0,0,16,21,23,7,3,57,48,45,9,3,101,77,60,13,4,155,64,81,22,7,168,155,166,31,9,358,222,339,69,14,648,20,24,11,8,60,4,6,0,0,8,631,751,161,43,1588
80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,10,4,0,0,0,7,7,11,0,0,22,8,13,6,0,27,0,6,3,0,4,0,0,0,0,0,22,36,15,6,79
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,0,0,0,0,0,3,0,6,0,10,5,8,3,0,15,9,3,6,3,20,5,6,0,0,18,9,12,7,0,32,8,12,9,0,31,5,6,7,3,21,0,0,0,0,0,51,59,28,12,149
90102,3,0,0,0,3,5,0,0,0,4,3,5,3,0,14,5,0,5,0,12,3,4,5,0,14,6,0,0,0,7,3,0,5,0,9,0,0,5,0,3,4,6,3,5,14,0,0,0,0,0,31,21,19,3,77
90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,9,6,0,18
90104,0,0,0,0,6,0,6,0,0,0,10,15,4,0,18,12,8,8,0,25,10,17,7,0,32,11,7,9,4,28,11,7,3,0,23,4,4,0,0,9,5,6,0,0,17,0,0,0,0,0,64,63,38,4,171
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
