Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"BEDRD Number of Bedrooms in Private Dwelling (ranges) and NPRD Number of Persons Usually Resident in Dwelling by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" None (includes studio apartments or bedsitters),  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 24",1391,7166,6,3056,38,4,18,11673,
"Segment 25",2588,9926,19,7055,103,8,18,19714,
"Segment 26",1680,5061,11,4476,63,3,22,11310,
"Segment 27",2966,8830,20,7048,113,14,32,19021,
"Segment 28",1960,4050,17,2996,66,10,25,9124,
"Segment 29",1436,6730,25,5352,55,9,10,13616,
"Segment 30",1670,8323,23,5674,64,5,17,15785,
"Segment 31",1012,4444,7,8504,178,6,12,14170,
"Segment 32",1014,3569,37,6380,52,22,11,11094,
"Segment 33",1416,8695,5,2434,52,5,14,12620,
"Segment 34",1887,7422,8,1754,58,0,8,11139,
"Segment 35",1875,5192,0,2282,93,3,16,9463,
"Segment 36",2266,9960,8,6118,89,0,10,18462,
"Segment 37",2641,11797,33,9521,108,9,22,24126,
"Segment 38",1435,4246,6,4373,105,4,20,10193,
"Segment 39",418,1317,0,514,74,3,6,2332,
"Segment 40",996,3239,0,1657,86,7,16,5998,
"Segment 41",588,1537,0,631,123,3,10,2890,
"Segment 42",288,880,0,344,44,5,0,1565,
"Segment 43",803,2517,3,1194,93,6,16,4621,
"Segment 44",2192,5600,6,2021,343,8,32,10210,
"Segment 45",932,2162,3,715,213,3,17,4043,
"Segment 46",1367,2480,7,1298,340,6,34,5523,
"Segment 47",181,315,0,150,109,0,4,765,
"Segment 48",155,391,4,2052,106,3,16,2712,
"Segment 50",61,184,0,80,6,0,0,337,
"Total",72897,277789,493,167569,4199,223,697,523861,


" Three bedrooms,  Five persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",256,766,0,630,13,0,0,1670,
"Segment 02",503,1803,0,1044,30,0,0,3381,
"Segment 03",260,754,0,549,39,0,3,1609,
"Segment 04",258,1758,4,637,16,0,0,2674,
"Segment 05",311,1505,0,475,17,0,3,2310,
"Segment 06",114,1216,12,560,4,0,7,1916,
"Segment 07",220,1591,4,1075,13,0,4,2900,
"Segment 08",390,1155,4,1233,27,0,0,2800,
"Segment 09",381,1059,3,1272,20,7,0,2742,
"Segment 10",350,1396,0,1352,19,0,9,3126,
"Segment 11",689,2217,4,1537,30,0,11,4486,
"Segment 12",315,1927,3,666,14,0,7,2929,
"Segment 13",167,1830,3,1367,18,0,3,3398,
"Segment 14",329,2049,10,2131,42,4,6,4563,
"Segment 15",90,848,4,942,8,0,0,1889,
"Segment 16",119,360,0,1161,12,0,4,1654,
"Segment 17",276,1423,8,1626,13,0,7,3350,
"Segment 18",116,349,4,648,13,0,0,1130,
"Segment 19",343,2295,11,1457,23,0,4,4138,
"Segment 20",574,2359,9,1644,42,0,6,4635,
"Segment 21",167,414,0,481,14,0,0,1073,
"Segment 22",204,591,0,1426,20,4,0,2247,
"Segment 23",696,1472,0,1204,32,0,4,3412,
"Segment 24",256,1430,3,954,12,0,0,2654,
"Segment 25",530,1882,5,2239,23,4,4,4684,
"Segment 26",618,1920,4,2663,32,0,11,5243,
"Segment 27",998,3170,19,3864,52,4,24,8131,
"Segment 28",669,1479,15,1587,36,0,7,3792,
"Segment 29",371,1949,10,2258,18,0,4,4610,
"Segment 30",455,2392,18,2287,18,6,12,5183,
"Segment 31",280,1164,4,3183,50,5,7,4688,
"Segment 32",329,1190,16,2967,24,6,3,4539,
"Segment 33",279,2000,0,876,15,0,8,3180,
"Segment 34",402,1737,0,565,23,0,0,2735,
"Segment 35",378,1196,0,770,39,0,6,2385,
"Segment 36",569,2717,3,2265,43,4,3,5608,
"Segment 37",617,3167,7,3644,55,6,4,7501,
"Segment 38",369,1134,0,1509,25,0,0,3040,
"Segment 39",101,352,0,218,27,0,0,690,
"Segment 40",278,898,0,716,28,0,0,1931,
"Segment 41",183,450,0,256,61,0,0,956,
"Segment 42",78,235,0,136,11,0,0,469,
"Segment 43",245,727,3,570,30,0,0,1578,
"Segment 44",627,1729,0,834,180,6,14,3386,
"Segment 45",271,700,0,301,97,0,7,1373,
"Segment 46",501,893,0,541,178,0,9,2123,
"Segment 47",68,96,0,67,55,0,4,290,
"Segment 48",71,162,0,1481,44,0,8,1764,
"Segment 50",20,50,0,40,3,0,5,118,
"Total",16702,65932,194,61903,1638,59,242,146673,


" Three bedrooms,  Six persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",69,112,0,120,0,0,0,304,
"Segment 02",82,284,0,173,0,0,0,544,
"Segment 03",66,114,0,88,13,0,0,288,
"Segment 04",48,258,3,119,6,0,0,439,
"Segment 05",78,254,0,128,9,0,0,463,
"Segment 06",30,247,3,152,0,0,4,432,
"Segment 07",71,433,0,359,3,0,0,860,
"Segment 08",67,161,0,231,9,0,0,464,
"Segment 09",95,309,0,391,4,0,0,804,
"Segment 10",97,363,7,486,4,0,0,956,
"Segment 11",168,502,0,459,9,0,3,1140,
"Segment 12",69,369,0,156,3,0,0,604,
"Segment 13",51,407,11,390,0,0,0,857,
"Segment 14",71,395,5,576,8,0,0,1057,
"Segment 15",29,204,0,298,3,0,0,527,
"Segment 16",30,98,0,417,0,0,0,541,
"Segment 17",70,394,0,551,3,0,3,1023,
"Segment 18",30,67,0,178,0,0,0,279,
"Segment 19",96,443,3,418,3,0,4,976,
"Segment 20",151,399,0,448,3,0,0,1011,
"Segment 21",28,57,0,142,3,0,0,231,
"Segment 22",55,223,0,538,0,0,6,821,
"Segment 23",188,274,0,433,12,0,4,912,
"Segment 24",86,271,0,229,5,0,0,584,
"Segment 25",145,382,0,731,11,0,9,1273,
"Segment 26",246,730,0,1209,16,0,0,2199,
"Segment 27",405,1207,10,1630,22,0,10,3289,
"Segment 28",239,547,4,684,8,0,4,1492,
"Segment 29",125,555,5,832,0,3,0,1518,
"Segment 30",137,641,9,901,5,0,10,1697,
"Segment 31",98,278,3,1127,17,0,0,1517,
"Segment 32",111,402,6,1392,3,0,0,1922,
"Segment 33",88,409,0,232,3,0,0,734,
"Segment 34",116,319,0,166,7,0,0,605,
"Segment 35",108,219,0,226,16,0,0,573,
"Segment 36",145,582,0,683,11,0,3,1422,
"Segment 37",167,670,0,1188,10,5,5,2045,
"Segment 38",101,220,0,436,11,0,5,769,
"Segment 39",47,103,0,66,7,0,3,228,
"Segment 40",90,256,0,268,3,0,0,615,
"Segment 41",65,108,0,109,16,0,6,295,
"Segment 42",24,49,0,36,0,0,0,107,
"Segment 43",73,177,0,207,13,0,6,482,
"Segment 44",185,448,0,289,37,5,4,967,
"Segment 45",79,185,0,88,25,0,4,382,
"Segment 46",116,217,0,155,46,0,0,535,
"Segment 47",20,22,0,23,17,0,4,87,
"Segment 48",49,44,0,1037,23,0,9,1170,
"Segment 50",8,26,0,8,0,0,0,42,
"Total",4811,15432,80,21203,445,31,108,42111,


" Three bedrooms,  Seven persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",8,11,0,19,0,0,0,37,
"Segment 02",16,25,0,38,0,0,0,79,
"Segment 03",15,21,0,25,0,0,0,63,
"Segment 04",16,29,0,22,0,0,0,64,
"Segment 05",23,46,0,28,0,0,0,97,
"Segment 06",16,60,0,53,0,0,0,139,
"Segment 07",12,91,0,103,0,0,0,216,
"Segment 08",15,6,0,40,0,0,0,65,
"Segment 09",28,65,0,84,3,0,0,177,
"Segment 10",30,76,0,140,0,0,0,246,
"Segment 11",29,85,0,101,0,0,5,215,
"Segment 12",26,85,0,38,4,0,0,156,
"Segment 13",18,94,0,92,0,0,0,203,
"Segment 14",16,90,0,145,0,0,0,261,
"Segment 15",8,52,0,89,0,0,0,144,
"Segment 16",6,29,0,102,0,0,0,135,
"Segment 17",30,106,0,161,0,0,3,298,
"Segment 18",6,14,0,38,0,0,0,60,
"Segment 19",21,106,0,130,0,0,0,266,
"Segment 20",26,63,0,107,0,0,0,196,
"Segment 21",7,10,0,37,0,0,0,60,
"Segment 22",20,34,0,160,0,0,0,213,
"Segment 23",36,48,0,117,0,0,3,207,
"Segment 24",15,40,0,51,3,0,0,110,
"Segment 25",28,85,0,211,0,0,0,336,
"Segment 26",88,208,5,384,8,0,0,683,
"Segment 27",111,345,3,586,5,0,3,1048,
"Segment 28",89,166,0,271,3,0,3,541,
"Segment 29",46,144,4,269,3,0,0,467,
"Segment 30",33,195,0,239,4,0,0,471,
"Segment 31",15,61,0,297,4,0,0,383,
"Segment 32",37,104,0,434,8,0,0,590,
"Segment 33",26,84,0,50,0,0,0,157,
"Segment 34",12,59,0,34,0,0,0,106,
"Segment 35",22,54,0,41,0,0,0,117,
"Segment 36",43,121,0,171,0,0,0,333,
"Segment 37",44,139,0,294,0,0,0,473,
"Segment 38",23,40,0,104,0,0,0,172,
"Segment 39",11,26,0,20,3,0,0,57,
"Segment 40",26,61,0,90,3,0,0,181,
"Segment 41",17,22,0,24,0,0,3,64,
"Segment 42",8,10,0,7,0,0,0,21,
"Segment 43",22,37,0,67,4,0,0,132,
"Segment 44",34,77,0,70,8,0,3,191,
"Segment 45",20,38,0,22,6,0,3,99,
"Segment 46",25,27,0,43,8,0,0,112,
"Segment 47",4,3,0,8,5,0,0,24,
"Segment 48",11,12,0,567,19,0,7,616,
"Segment 50",0,0,0,7,0,0,0,5,
"Total",1247,3407,22,6221,139,8,39,11095,


" Three bedrooms,  Eight or more persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",4,0,0,8,0,0,0,12,
"Segment 02",0,15,0,15,0,0,0,33,
"Segment 03",3,12,0,21,3,0,0,41,
"Segment 04",4,22,0,9,0,0,0,37,
"Segment 05",10,9,0,15,0,0,0,34,
"Segment 06",4,25,0,14,0,0,0,43,
"Segment 07",5,43,0,54,0,0,0,104,
"Segment 08",8,9,0,30,0,0,0,51,
"Segment 09",14,15,0,48,0,0,0,83,
"Segment 10",16,31,0,65,0,0,0,107,
"Segment 11",15,43,0,54,3,0,0,106,
"Segment 12",12,29,0,27,0,0,0,65,
"Segment 13",7,46,0,62,0,0,0,122,
"Segment 14",11,35,0,73,3,0,0,125,
"Segment 15",3,23,0,32,0,0,0,60,
"Segment 16",0,8,0,40,0,0,0,46,
"Segment 17",21,49,0,98,0,0,0,168,
"Segment 18",0,0,0,21,0,0,0,30,
"Segment 19",8,26,0,56,0,0,0,95,
"Segment 20",12,21,0,56,0,0,0,83,
"Segment 21",4,4,0,22,0,0,0,25,
"Segment 22",4,14,0,81,0,0,0,100,
"Segment 23",16,27,0,60,0,0,0,105,
"Segment 24",0,19,0,19,0,0,0,37,
"Segment 25",10,34,0,120,0,0,0,170,
"Segment 26",42,107,0,216,3,0,0,367,
"Segment 27",53,140,0,300,0,0,0,496,
"Segment 28",36,101,0,169,3,0,4,311,
"Segment 29",24,81,0,164,0,0,0,266,
"Segment 30",20,64,0,138,0,0,0,221,
"Segment 31",12,38,0,152,0,0,0,201,
"Segment 32",22,49,0,279,0,0,0,349,
"Segment 33",7,19,0,20,0,0,0,47,
"Segment 34",10,25,0,21,0,0,0,59,
"Segment 35",12,12,0,22,0,0,0,43,
"Segment 36",18,54,0,72,0,0,0,147,
"Segment 37",17,61,0,147,0,0,0,229,
"Segment 38",12,14,0,39,0,0,0,72,
"Segment 39",5,3,0,8,0,0,0,17,
"Segment 40",12,52,0,43,0,0,0,94,
"Segment 41",11,18,0,6,0,0,0,33,
"Segment 42",3,0,0,6,0,0,0,15,
"Segment 43",7,22,0,32,0,0,0,66,
"Segment 44",29,30,0,40,12,0,0,115,
"Segment 45",8,14,0,8,10,0,0,41,
"Segment 46",18,13,0,12,3,0,0,46,
"Segment 47",5,3,0,18,3,0,0,31,
"Segment 48",18,12,0,1154,22,0,0,1206,
"Segment 50",0,0,0,0,0,0,0,5,
"Total",574,1502,9,4156,87,3,15,6343,


" Three bedrooms,  Not applicable"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",353,97,0,228,33,6,9,729,
"Segment 02",291,102,0,209,39,0,5,655,
"Segment 03",524,179,4,219,58,0,6,1003,
"Segment 04",142,102,0,87,21,0,4,354,
"Segment 05",207,78,0,71,14,0,10,380,
"Segment 06",59,74,0,75,7,0,0,216,
"Segment 07",41,31,0,69,4,0,6,155,
"Segment 08",328,139,0,328,52,3,12,865,
"Segment 09",94,44,0,97,9,0,0,247,
"Segment 10",96,66,0,120,13,0,4,296,
"Segment 11",170,70,0,131,22,0,10,398,
"Segment 12",114,109,0,81,16,0,5,329,
"Segment 13",199,161,0,229,31,7,12,624,
"Segment 14",201,151,0,434,68,0,8,871,
"Segment 15",19,33,0,77,3,0,5,129,
"Segment 16",115,67,0,209,26,5,10,428,
"Segment 17",107,60,0,140,9,0,9,323,
"Segment 18",112,72,0,165,22,0,6,366,
"Segment 19",188,147,0,186,21,0,6,552,
"Segment 20",370,186,0,244,49,0,14,862,
"Segment 21",369,192,3,307,47,5,11,921,
"Segment 22",50,36,0,86,9,0,3,186,
"Segment 23",163,62,0,129,21,0,5,375,
"Segment 24",259,135,0,178,29,0,3,600,
"Segment 25",224,132,3,327,20,6,7,724,
"Segment 26",72,59,0,128,12,0,0,267,
"Segment 27",141,86,3,194,25,0,7,452,
"Segment 28",76,63,0,115,26,0,6,288,
"Segment 29",178,125,5,278,30,0,3,618,
"Segment 30",194,149,0,252,17,0,10,625,
"Segment 31",352,195,5,874,153,4,12,1595,
"Segment 32",115,63,0,370,12,8,5,577,
"Segment 33",152,108,0,129,23,3,9,423,
"Segment 34",289,122,0,120,23,0,15,571,
"Segment 35",958,368,0,317,82,0,26,1755,
"Segment 36",615,278,0,463,69,5,19,1444,
"Segment 37",642,389,3,922,119,0,26,2102,
"Segment 38",1391,423,8,900,142,21,22,2894,
"Segment 39",150,57,0,73,26,0,5,318,
"Segment 40",272,122,0,172,31,0,14,604,
"Segment 41",207,69,0,89,28,6,6,403,
"Segment 42",96,30,0,56,18,0,3,207,
"Segment 43",252,96,0,154,27,0,17,551,
"Segment 44",1111,417,0,442,152,6,35,2160,
"Segment 45",266,117,0,76,28,0,10,502,
"Segment 46",606,156,0,351,99,0,26,1243,
"Segment 47",242,61,0,90,37,0,3,437,
"Segment 48",121,39,0,252,138,0,10,566,
"Segment 50",72,19,0,19,10,0,0,120,
"Total",13368,6143,59,11244,1958,95,441,33320,


" Four bedrooms,  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3799,1012,12,362,107,12,17,5322,
"Segment 02",6577,1886,7,531,130,22,24,9179,
"Segment 03",3512,911,4,288,89,15,13,4830,
"Segment 04",4844,3083,8,692,99,5,29,8763,
"Segment 05",6326,2313,3,495,107,21,17,9288,
"Segment 06",2674,4583,32,1409,84,12,23,8817,
"Segment 07",1671,1949,9,809,57,4,14,4508,
"Segment 08",1711,653,3,321,65,4,10,2770,
"Segment 09",3045,798,10,398,92,5,22,4377,
"Segment 10",1966,1032,4,475,51,11,9,3547,
"Segment 11",4986,1669,8,637,140,20,26,7485,
"Segment 12",3905,2937,13,554,71,13,5,7501,
"Segment 13",3314,7589,21,4078,120,11,27,15159,
"Segment 14",2924,3195,14,2327,112,7,18,8609,
"Segment 15",521,1060,6,622,34,6,4,2239,
"Segment 16",147,67,0,103,12,0,3,330,
"Segment 17",2070,1442,6,712,88,3,6,4328,
"Segment 18",718,291,0,303,38,5,3,1358,
"Segment 19",3469,2770,13,1041,80,11,18,7408,
"Segment 20",6216,2424,10,912,135,18,31,9753,
"Segment 21",1138,391,0,230,44,9,4,1811,
"Segment 22",565,326,0,335,36,8,3,1278,
"Segment 23",2996,657,5,291,62,3,11,4029,
"Segment 24",3953,2081,5,741,84,9,20,6901,
"Segment 25",2402,1226,12,723,82,9,15,4462,
"Segment 26",1548,738,9,394,54,3,15,2761,
"Segment 27",2516,1105,4,622,93,5,13,4359,
"Segment 28",1247,675,10,387,60,7,12,2384,
"Segment 29",2138,1635,22,951,55,14,12,4834,
"Segment 30",2335,1905,15,939,56,8,9,5269,
"Segment 31",1521,1010,4,1446,99,5,13,4095,
"Segment 32",848,547,6,706,36,5,6,2155,
"Segment 33",3408,2717,5,750,81,8,10,6982,
"Segment 34",4706,2124,7,457,98,20,16,7425,
"Segment 35",6834,1908,3,634,126,15,21,9551,
"Segment 36",6214,2741,9,1197,120,24,26,10316,
"Segment 37",5480,3180,14,1846,156,19,32,10726,
"Segment 38",5248,1474,7,1008,156,25,24,7935,
"Segment 39",962,490,3,194,49,3,8,1709,
"Segment 40",1925,979,9,429,73,12,17,3439,
"Segment 41",912,473,0,267,104,4,0,1761,
"Segment 42",562,255,0,146,42,0,6,1015,
"Segment 43",1691,840,6,395,78,10,11,3025,
"Segment 44",4779,2097,13,898,314,30,33,8160,
"Segment 45",1659,667,0,318,150,19,12,2822,
"Segment 46",2858,1185,5,720,328,32,16,5145,
"Segment 47",312,127,0,127,65,0,0,627,
"Segment 48",232,142,0,431,58,3,9,868,
"Segment 50",170,67,0,37,5,0,4,284,
"Total",135552,75425,349,34686,4499,516,701,251719,


" Four bedrooms,  Two persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",12954,4538,9,921,110,12,18,18567,
"Segment 02",22566,9279,15,1534,161,26,33,33620,
"Segment 03",12512,4357,6,793,107,16,17,17810,
"Segment 04",16601,13046,24,2021,101,11,27,31842,
"Segment 05",21971,10088,13,1321,133,10,26,33562,
"Segment 06",7907,15484,61,4151,116,8,29,27757,
"Segment 07",4792,6642,16,2544,89,12,27,14115,
"Segment 08",4717,2387,4,817,77,6,9,8014,
"Segment 09",9290,3179,10,1113,134,5,22,13759,
"Segment 10",5774,3966,16,1387,71,7,5,11221,
"Segment 11",14381,6103,17,1792,136,7,29,22470,
"Segment 12",12369,11098,11,1536,76,16,29,25139,
"Segment 13",10429,25276,28,12235,160,18,41,48182,
"Segment 14",6892,9940,27,6833,151,15,27,23885,
"Segment 15",1174,4171,7,1867,32,3,8,7266,
"Segment 16",370,176,0,147,13,3,0,707,
"Segment 17",5577,4261,17,1664,93,8,11,11623,
"Segment 18",1718,985,4,626,35,4,0,3368,
"Segment 19",9007,8673,28,2770,85,3,19,20589,
"Segment 20",17230,8687,20,2483,158,23,31,28633,
"Segment 21",2956,1332,3,461,44,4,0,4802,
"Segment 22",1491,1112,9,759,48,0,12,3422,
"Segment 23",7737,2438,7,723,68,0,20,10983,
"Segment 24",12268,7876,21,2134,81,7,21,22412,
"Segment 25",5757,3896,10,1832,91,10,15,11622,
"Segment 26",4155,2543,10,975,60,7,14,7771,
"Segment 27",6627,3417,13,1478,114,8,28,11671,
"Segment 28",3201,1996,5,789,60,4,19,6076,
"Segment 29",4758,4445,25,2397,55,9,19,11711,
"Segment 30",5628,5393,22,2347,57,5,10,13471,
"Segment 31",3147,2716,4,3479,130,8,10,9499,
"Segment 32",1943,1452,4,1449,40,13,10,4908,
"Segment 33",11313,10520,9,2145,89,8,30,24113,
"Segment 34",17597,8687,9,1133,106,10,23,27566,
"Segment 35",21244,6837,5,1677,133,16,27,29946,
"Segment 36",16203,8291,16,2889,125,12,35,27559,
"Segment 37",12408,8487,21,4010,148,12,22,25108,
"Segment 38",13658,4751,11,2183,143,14,22,20784,
"Segment 39",3331,1771,3,400,75,4,3,5588,
"Segment 40",5749,3475,0,987,64,3,8,10293,
"Segment 41",3341,1875,0,579,144,3,7,5950,
"Segment 42",1856,1013,0,236,38,7,7,3152,
"Segment 43",5837,3147,0,874,92,8,11,9971,
"Segment 44",15761,7949,10,1767,419,36,56,25988,
"Segment 45",5540,2657,4,589,197,17,26,9028,
"Segment 46",8970,3911,5,1275,444,25,39,14666,
"Segment 47",1002,451,3,183,116,0,14,1775,
"Segment 48",428,294,3,709,72,0,9,1513,
"Segment 50",471,309,0,78,15,0,0,876,
"Total",402582,265393,572,89080,5297,479,925,764330,


" Four bedrooms,  Three persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",4548,4595,8,1266,74,0,16,10508,
"Segment 02",8403,10310,14,2104,105,8,21,20960,
"Segment 03",3933,4094,5,798,64,0,13,8911,
"Segment 04",5776,13207,9,2142,66,7,16,21216,
"Segment 05",7074,9989,11,1464,71,3,19,18626,
"Segment 06",2735,15810,46,4467,41,0,21,23114,
"Segment 07",2662,9706,11,3044,59,10,29,15509,
"Segment 08",2207,2699,6,1189,57,6,3,6161,
"Segment 09",4148,4431,8,1591,74,6,10,10267,
"Segment 10",2088,4787,9,1605,28,4,21,8541,
"Segment 11",6381,7622,12,2194,75,9,18,16298,
"Segment 12",4235,10534,11,1617,38,6,18,16451,
"Segment 13",3195,27267,33,12083,88,17,54,42743,
"Segment 14",2435,9507,17,6838,102,3,19,18924,
"Segment 15",570,5628,7,2126,11,6,13,8355,
"Segment 16",156,190,0,217,7,0,0,572,
"Segment 17",2544,5301,17,1980,55,0,19,9913,
"Segment 18",773,966,0,936,32,4,10,2705,
"Segment 19",3145,8318,12,2869,66,3,8,14415,
"Segment 20",5563,8575,18,2756,66,3,13,17001,
"Segment 21",933,1118,4,601,22,3,4,2684,
"Segment 22",778,1552,0,991,29,0,3,3351,
"Segment 23",3368,3048,3,981,45,3,16,7473,
"Segment 24",3299,6836,7,2118,51,3,8,12322,
"Segment 25",2607,4321,10,2216,46,0,13,9217,
"Segment 26",2443,3999,7,1345,43,0,13,7850,
"Segment 27",3694,4509,13,1880,66,0,11,10170,
"Segment 28",1861,2229,4,884,47,3,12,5038,
"Segment 29",1795,4222,19,2536,28,4,10,8624,
"Segment 30",2151,4934,20,2452,31,3,10,9605,
"Segment 31",1066,2316,7,3605,74,0,5,7068,
"Segment 32",938,1552,5,1496,18,13,3,4028,
"Segment 33",3457,9765,6,2121,41,0,10,15405,
"Segment 34",4942,7523,14,1213,54,0,12,13749,
"Segment 35",4535,4987,0,1419,55,4,15,11010,
"Segment 36",3943,6596,5,2751,61,3,16,13374,
"Segment 37",3443,6834,14,4156,64,10,17,14531,
"Segment 38",2608,2987,3,1838,57,3,6,7502,
"Segment 39",908,1291,5,340,56,0,7,2605,
"Segment 40",1826,3016,0,914,33,0,11,5793,
"Segment 41",948,1445,0,492,82,0,3,2978,
"Segment 42",441,698,3,219,28,0,5,1397,
"Segment 43",1609,2487,6,793,42,0,8,4957,
"Segment 44",3907,5507,3,1335,190,3,28,10972,
"Segment 45",1413,1779,0,391,114,0,10,3712,
"Segment 46",2244,2551,0,862,198,4,25,5881,
"Segment 47",286,301,0,119,56,0,3,762,
"Segment 48",146,208,0,674,36,0,5,1066,
"Segment 50",107,196,0,51,11,0,0,368,
"Total",134253,262345,398,94068,2853,157,611,494689,


" Four bedrooms,  Four persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",4539,9019,4,2258,83,5,10,15922,
"Segment 02",8094,21461,3,3640,91,8,17,33313,
"Segment 03",3662,7853,5,1590,88,0,15,13224,
"Segment 04",4706,23313,12,2980,45,0,22,31074,
"Segment 05",5659,18141,0,2129,68,5,20,26020,
"Segment 06",2397,24957,56,5057,49,0,23,32534,
"Segment 07",2756,16678,20,3791,33,3,18,23293,
"Segment 08",2226,5190,0,2341,51,6,7,9828,
"Segment 09",3475,7218,5,2525,88,3,16,13332,
"Segment 10",1867,8471,6,2195,35,0,8,12597,
"Segment 11",5495,13384,15,3197,84,0,22,22198,
"Segment 12",3184,16508,11,2022,41,7,13,21787,
"Segment 13",2623,37129,45,13199,82,16,54,53144,
"Segment 14",1956,13847,33,8054,114,3,12,24011,
"Segment 15",492,7658,8,2426,23,5,14,10619,
"Segment 16",131,260,0,382,5,0,0,783,
"Segment 17",2022,8282,18,2492,31,3,18,12869,
"Segment 18",668,1476,0,1696,22,0,3,3866,
"Segment 19",2415,12089,16,3341,64,5,17,17937,
"Segment 20",4358,14930,12,3633,56,0,15,23007,
"Segment 21",886,1878,0,1240,18,3,0,4032,
"Segment 22",694,2214,0,1441,20,0,4,4377,
"Segment 23",2859,5610,0,1490,48,0,16,10022,
"Segment 24",2322,10482,3,2675,36,4,11,15533,
"Segment 25",2264,7141,10,2905,55,7,9,12395,
"Segment 26",2125,6681,18,2163,52,4,12,11058,
"Segment 27",2907,6874,8,2644,62,7,16,12521,
"Segment 28",1698,3564,12,1175,43,0,7,6496,
"Segment 29",1218,5389,18,2870,48,3,14,9562,
"Segment 30",1308,6516,16,2840,26,9,13,10724,
"Segment 31",809,2969,6,4222,117,5,3,8127,
"Segment 32",743,2348,10,1875,31,11,5,5023,
"Segment 33",2619,16146,8,2708,36,4,16,21534,
"Segment 34",3582,12381,10,1454,41,4,10,17479,
"Segment 35",2911,7674,3,1759,63,0,8,12417,
"Segment 36",2584,9644,8,3329,52,6,8,15638,
"Segment 37",2205,9163,14,4958,76,3,15,16429,
"Segment 38",1581,4244,3,2185,67,8,11,8095,
"Segment 39",703,1942,0,386,44,0,6,3079,
"Segment 40",1389,4644,7,1141,54,0,11,7245,
"Segment 41",705,2159,0,539,111,0,11,3523,
"Segment 42",389,1126,0,233,42,0,10,1794,
"Segment 43",1217,3639,0,949,78,0,7,5892,
"Segment 44",2783,8137,8,1513,266,8,37,12745,
"Segment 45",1066,2602,7,512,176,6,13,4379,
"Segment 46",1802,3663,4,1092,360,0,25,6945,
"Segment 47",238,375,0,152,97,0,9,867,
"Segment 48",89,267,0,778,31,3,4,1175,
"Segment 50",90,308,0,58,7,0,0,460,
"Total",108510,417624,445,120235,3316,163,649,650932,


" Four bedrooms,  Five persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",1722,3779,0,1025,38,0,4,6576,
"Segment 02",2815,8601,8,1665,53,0,13,13150,
"Segment 03",1438,3509,0,854,59,4,5,5865,
"Segment 04",1709,8944,7,1538,32,0,6,12241,
"Segment 05",2018,7210,0,1182,24,0,6,10439,
"Segment 06",862,9717,43,2882,18,0,12,13538,
"Segment 07",1175,6856,10,2220,31,0,10,10310,
"Segment 08",870,2106,4,810,30,0,4,3827,
"Segment 09",1282,2830,8,1271,33,5,10,5434,
"Segment 10",801,3500,3,1212,16,4,9,5547,
"Segment 11",2117,5708,3,1702,34,0,11,9591,
"Segment 12",1200,7145,6,1200,25,0,7,9582,
"Segment 13",1015,13952,27,7067,42,0,23,22126,
"Segment 14",716,5626,16,4252,58,0,3,10662,
"Segment 15",215,2791,3,1337,9,4,3,4378,
